public_food_key,food_name,classification,classification_name,nutrient_code,amount_per_100g,nutrient_name,unit,category,nutrient_id
F009773,"Zucchini, green skin, fresh, unpeeled, boiled, drained",24702.0,Squash and zucchini,available_carbohydrate_without_sugar_alcohols_g,2.0,Carbohydrate(c),(g),Macronutrients,4
F009766,"Zucchini, golden, fresh, unpeeled, raw",24702.0,Squash and zucchini,available_carbohydrate_without_sugar_alcohols_g,1.1,Carbohydrate(c),(g),Macronutrients,4
F009765,"Zucchini, golden, fresh, unpeeled, fried, no added fat",24702.0,Squash and zucchini,available_carbohydrate_without_sugar_alcohols_g,1.6,Carbohydrate(c),(g),Macronutrients,4
F009764,"Zucchini, golden, fresh, unpeeled, boiled, drained",24702.0,Squash and zucchini,available_carbohydrate_without_sugar_alcohols_g,1.3,Carbohydrate(c),(g),Macronutrients,4
F002258,"Cardamom seed, dried, ground",31302.0,Herbs(dried) and spices,total_sugars_g,4.4,Total sugars,(g),Macronutrients,5
F002893,"Chilli (chili), dried, ground",31302.0,Herbs(dried) and spices,total_sugars_g,7.2,Total sugars,(g),Macronutrients,5
F002963,"Cinnamon, dried, ground",31302.0,Herbs(dried) and spices,total_sugars_g,2.2,Total sugars,(g),Macronutrients,5
F002970,"Cloves, dried, ground",31302.0,Herbs(dried) and spices,total_sugars_g,2.4,Total sugars,(g),Macronutrients,5
F003190,"Coriander seed, dried, ground",31302.0,Herbs(dried) and spices,total_sugars_g,2.4,Total sugars,(g),Macronutrients,5
F003327,"Cumin (cummin) seed, dried, ground",31302.0,Herbs(dried) and spices,total_sugars_g,2.2,Total sugars,(g),Macronutrients,5
F003337,Curry powder,31302.0,Herbs(dried) and spices,total_sugars_g,2.8,Total sugars,(g),Macronutrients,5
F003821,"Fenugreek seed, dried",31302.0,Herbs(dried) and spices,total_sugars_g,0.6,Total sugars,(g),Macronutrients,5
F004210,"Ginger, dried, ground",31302.0,Herbs(dried) and spices,total_sugars_g,3.4,Total sugars,(g),Macronutrients,5
F005972,Mustard powder,31302.0,Herbs(dried) and spices,total_sugars_g,5.0,Total sugars,(g),Macronutrients,5
F006118,"Nutmeg, dried, ground",31302.0,Herbs(dried) and spices,total_sugars_g,3.0,Total sugars,(g),Macronutrients,5
F006281,"Oregano, dried",31302.0,Herbs(dried) and spices,total_sugars_g,4.1,Total sugars,(g),Macronutrients,5
F006316,"Paprika, dry powder",31302.0,Herbs(dried) and spices,total_sugars_g,10.3,Total sugars,(g),Macronutrients,5
F006618,"Pepper, black, ground",31302.0,Herbs(dried) and spices,total_sugars_g,0.6,Total sugars,(g),Macronutrients,5
F007715,"Rosemary, dried",31302.0,Herbs(dried) and spices,total_sugars_g,19.6,Total sugars,(g),Macronutrients,5
F007726,"Sage, dried",31302.0,Herbs(dried) and spices,total_sugars_g,1.7,Total sugars,(g),Macronutrients,5
F009160,"Thyme, dried, ground",31302.0,Herbs(dried) and spices,total_sugars_g,1.7,Total sugars,(g),Macronutrients,5
F009335,"Turmeric, dried, ground",31302.0,Herbs(dried) and spices,total_sugars_g,3.2,Total sugars,(g),Macronutrients,5
F007870,"Salt substitute, potassium chloride",31301.0,Salt,total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F007878,"Salt, table, iodised",31301.0,Salt,total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F007879,"Salt, table, non-iodised",31301.0,Salt,total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F008933,"Stock, dry powder or cube",31303.0,Stock cubes and seasonings,total_sugars_g,4.3,Total sugars,(g),Macronutrients,5
F009072,"Taco seasoning mix, chilli-based",31303.0,Stock cubes and seasonings,total_sugars_g,19.2,Total sugars,(g),Macronutrients,5
F000247,"Baking powder, dry powder",31501.0,Chemical raising agents and cooking ingredients,total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F000248,"Baking soda (bicarbonate), dry powder",31501.0,Chemical raising agents and cooking ingredients,total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F003250,"Cream of tartar, dry powder",31501.0,Chemical raising agents and cooking ingredients,total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F004196,"Gelatine, all types",31502.0,Gelatine,total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F004220,"Gluten, from wheat (vital wheat gluten)",12103.0,Cereal flours and starches,total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F008831,"Starch, potato",24102.0,Potato products,total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F009351,"Vanilla, artificial or imitation",31401.0,Essences,total_sugars_g,14.4,Total sugars,(g),Macronutrients,5
F009350,Vanilla bean extract,31401.0,Essences,total_sugars_g,12.6,Total sugars,(g),Macronutrients,5
F009606,"Yeast, dry powder",31101.0,Yeast,total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F000996,"Beer, high alcohol (5% v/v & above)",29101.0,"Beers, > 3.5% alcohol",total_sugars_g,0.2,Total sugars,(g),Macronutrients,5
F000994,"Beer, full strength (alcohol 4-4.9% v/v)",29101.0,"Beers, > 3.5% alcohol",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F000995,"Beer, full strength (alcohol 4-4.9% v/v), carbohydrate modified",29101.0,"Beers, > 3.5% alcohol",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F001006,"Beer, mid-strength (alcohol 3-3.9% v/v)",29102.0,"Beers, 1.15- 3.5% alcohol, reduced alcohol / light",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F001004,"Beer, light (alcohol 1-2.9% v/v)",29102.0,"Beers, 1.15- 3.5% alcohol, reduced alcohol / light",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F000051,"Alcoholic beverage, spirit, approximately 40% v/v, all (Brandy, Gin, Rum, Vodka and Whisky)",29301.0,Spirits,total_sugars_g,0.1,Total sugars,(g),Macronutrients,5
F000050,"Alcoholic beverage, spirit, approximately 30% v/v, all (Brandy, Gin, Rum, Vodka and Whisky), cooked",29301.0,Spirits,total_sugars_g,0.3,Total sugars,(g),Macronutrients,5
F002955,"Cider, apple (alcohol approximately 4-5% v/v)",29401.0,Cider,total_sugars_g,5.6,Total sugars,(g),Macronutrients,5
F009572,"Wine, red, cabernet sauvignon",29201.0,"Wines, red (including sparkling varieties and rose styles)",total_sugars_g,0.2,Total sugars,(g),Macronutrients,5
F009574,"Wine, red, merlot",29201.0,"Wines, red (including sparkling varieties and rose styles)",total_sugars_g,0.4,Total sugars,(g),Macronutrients,5
F009575,"Wine, red, pinot noir",29201.0,"Wines, red (including sparkling varieties and rose styles)",total_sugars_g,0.2,Total sugars,(g),Macronutrients,5
F009577,"Wine, red, shiraz",29201.0,"Wines, red (including sparkling varieties and rose styles)",total_sugars_g,0.2,Total sugars,(g),Macronutrients,5
F009571,"Wine, red",29201.0,"Wines, red (including sparkling varieties and rose styles)",total_sugars_g,0.2,Total sugars,(g),Macronutrients,5
F009573,"Wine, red, cooked",29201.0,"Wines, red (including sparkling varieties and rose styles)",total_sugars_g,0.2,Total sugars,(g),Macronutrients,5
F009578,"Wine, red, sparkling",29201.0,"Wines, red (including sparkling varieties and rose styles)",total_sugars_g,2.0,Total sugars,(g),Macronutrients,5
F009579,"Wine, rose",29201.0,"Wines, red (including sparkling varieties and rose styles)",total_sugars_g,0.7,Total sugars,(g),Macronutrients,5
F009583,"Wine, white, sauvignon blanc",29202.0,"Wines, white (including sparkling varieties)",total_sugars_g,0.1,Total sugars,(g),Macronutrients,5
F009584,"Wine, white, semillon",29202.0,"Wines, white (including sparkling varieties)",total_sugars_g,0.2,Total sugars,(g),Macronutrients,5
F009582,"Wine, white, chardonnay",29202.0,"Wines, white (including sparkling varieties)",total_sugars_g,0.3,Total sugars,(g),Macronutrients,5
F009586,"Wine, white, riesling",29202.0,"Wines, white (including sparkling varieties)",total_sugars_g,0.4,Total sugars,(g),Macronutrients,5
F009581,"Wine, white",29202.0,"Wines, white (including sparkling varieties)",total_sugars_g,0.2,Total sugars,(g),Macronutrients,5
F009580,"Wine, white, cooked",29202.0,"Wines, white (including sparkling varieties)",total_sugars_g,0.3,Total sugars,(g),Macronutrients,5
F009590,"Wine, white, sparkling",29202.0,"Wines, white (including sparkling varieties)",total_sugars_g,1.0,Total sugars,(g),Macronutrients,5
F009592,"Wine, white, sweet dessert style",29202.0,"Wines, white (including sparkling varieties)",total_sugars_g,14.7,Total sugars,(g),Macronutrients,5
F009566,"Wine, fortified, port",29203.0,Fortified wines,total_sugars_g,12.4,Total sugars,(g),Macronutrients,5
F009567,"Wine, fortified, sherry, dry style (approximately 1% sugars)",29203.0,Fortified wines,total_sugars_g,1.2,Total sugars,(g),Macronutrients,5
F009568,"Wine, fortified, sherry, sweet style (approximately 11% sugars)",29203.0,Fortified wines,total_sugars_g,11.1,Total sugars,(g),Macronutrients,5
F007493,"Protein powder, whey based, protein >70%, unfortified",30105.0,"Sport and protein, dry powders",total_sugars_g,1.3,Total sugars,(g),Macronutrients,5
F009818,"Protein powder, whey based, protein >70%, unfortified, prepared with water",30104.0,Sport and protein prepared beverages,total_sugars_g,0.2,Total sugars,(g),Macronutrients,5
F002980,Cocoa powder,11804.0,Unfortified dry beverage flavourings,total_sugars_g,1.5,Total sugars,(g),Macronutrients,5
F001029,"Beverage base, chocolate flavour, added vitamins A, B1, B2, C & D, Ca & Fe (Milo)",11802.0,Fortified dry beverage flavourings,total_sugars_g,47.3,Total sugars,(g),Macronutrients,5
F001032,"Beverage base, chocolate flavour, unfortified (Nesquik brand)",11804.0,Unfortified dry beverage flavourings,total_sugars_g,81.0,Total sugars,(g),Macronutrients,5
F001073,"Beverage, chocolate flavour, from Nesquik powder, with regular fat cows milk",11803.0,Unfortified beverage flavourings prepared with water or milk,total_sugars_g,9.6,Total sugars,(g),Macronutrients,5
F001068,"Beverage, chocolate flavour, from Milo powder, with regular fat cows milk",11801.0,Fortified beverage flavourings prepared with water or milk,total_sugars_g,9.1,Total sugars,(g),Macronutrients,5
F001036,"Beverage base, drinking chocolate, unfortified",11804.0,Unfortified dry beverage flavourings,total_sugars_g,74.3,Total sugars,(g),Macronutrients,5
F001064,"Beverage, chocolate flavour, from drinking chocolate, with regular fat cows milk",11803.0,Unfortified beverage flavourings prepared with water or milk,total_sugars_g,10.1,Total sugars,(g),Macronutrients,5
F003060,"Coffee, instant, dry powder or granules",11205.0,"Dry coffee powder, caffeinated or decaffeinated",total_sugars_g,3.4,Total sugars,(g),Macronutrients,5
F003017,"Coffee, black, from instant coffee powder",11201.0,"Coffee beverage, prepared with water",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F003061,"Coffee, instant, dry powder or granules, decaffeinated",11205.0,"Dry coffee powder, caffeinated or decaffeinated",total_sugars_g,2.3,Total sugars,(g),Macronutrients,5
F003018,"Coffee, black, from instant coffee powder, decaffeinated",11203.0,"Coffee beverage, decaffeinated, prepared with water",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F003014,"Coffee mix, with beverage whitener & sugar, dry powder",11209.0,Dry or concentrate coffee-based mixes,total_sugars_g,38.3,Total sugars,(g),Macronutrients,5
F003084,"Coffee, prepared from coffee mix with sugar & whitener, no added milk",11208.0,"Coffee-based mixes, beverage",total_sugars_g,1.9,Total sugars,(g),Macronutrients,5
F003041,"Coffee, espresso, from ground coffee beans",11201.0,"Coffee beverage, prepared with water",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F009796,"Coffee, flat white/latte/cappuccino, from ground coffee beans, with regular fat cows milk",11202.0,"Coffee beverage, prepared with milk or milk substitute",total_sugars_g,3.4,Total sugars,(g),Macronutrients,5
F003065,"Coffee, long black, from ground coffee beans",11201.0,"Coffee beverage, prepared with water",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F003130,"Cordial base, 25% citrus fruit juice, regular",11403.0,Cordial concentrate,total_sugars_g,37.3,Total sugars,(g),Macronutrients,5
F003158,"Cordial, 25% citrus fruit juice, regular, recommended dilution",11401.0,"Cordials, made from concentrate",total_sugars_g,8.7,Total sugars,(g),Macronutrients,5
F003135,"Cordial base, 40% citrus fruit juice, regular",11403.0,Cordial concentrate,total_sugars_g,40.2,Total sugars,(g),Macronutrients,5
F003160,"Cordial, 40% citrus fruit juice, regular, recommended dilution",11401.0,"Cordials, made from concentrate",total_sugars_g,9.4,Total sugars,(g),Macronutrients,5
F003128,"Cordial base, blackcurrant juice, regular",11403.0,Cordial concentrate,total_sugars_g,45.0,Total sugars,(g),Macronutrients,5
F003156,"Cordial, blackcurrant juice, regular, recommended dilution",11401.0,"Cordials, made from concentrate",total_sugars_g,9.3,Total sugars,(g),Macronutrients,5
F004099,"Fruit drink, apple juice",11307.0,Fruit drinks (ready to drink or made from concentrate),total_sugars_g,7.8,Total sugars,(g),Macronutrients,5
F004102,"Fruit drink, cranberry",11307.0,Fruit drinks (ready to drink or made from concentrate),total_sugars_g,11.3,Total sugars,(g),Macronutrients,5
F004114,"Fruit drink, orange juice",11307.0,Fruit drinks (ready to drink or made from concentrate),total_sugars_g,9.6,Total sugars,(g),Macronutrients,5
F004663,"Juice, apple, commercial, added vitamin C",11301.0,"Fruit juices, commercially prepared",total_sugars_g,7.0,Total sugars,(g),Macronutrients,5
F004656,"Juice, apple & blackcurrant, commercial",11301.0,"Fruit juices, commercially prepared",total_sugars_g,9.3,Total sugars,(g),Macronutrients,5
F004726,"Juice, lemon",11301.0,"Fruit juices, commercially prepared",total_sugars_g,1.8,Total sugars,(g),Macronutrients,5
F004729,"Juice, lime",11301.0,"Fruit juices, commercially prepared",total_sugars_g,1.2,Total sugars,(g),Macronutrients,5
F004739,"Juice, orange, commercial",11301.0,"Fruit juices, commercially prepared",total_sugars_g,5.4,Total sugars,(g),Macronutrients,5
F004731,"Juice, orange & mango, commercial",11301.0,"Fruit juices, commercially prepared",total_sugars_g,7.7,Total sugars,(g),Macronutrients,5
F009794,"Water, coconut, commercial",22203.0,Coconut and coconut products,total_sugars_g,3.2,Total sugars,(g),Macronutrients,5
F005696,"Mineral water, natural, unflavoured",11702.0,Purchased packaged water including mineral water,total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F005694,"Mineral water, citrus flavoured",11505.0,Flavoured mineral waters,total_sugars_g,9.3,Total sugars,(g),Macronutrients,5
F008402,"Soft drink, cola flavour",11503.0,"Soft drinks, cola",total_sugars_g,12.3,Total sugars,(g),Macronutrients,5
F008403,"Soft drink, cola flavour, decaffeinated",11503.0,"Soft drinks, cola",total_sugars_g,12.3,Total sugars,(g),Macronutrients,5
F008404,"Soft drink, cola flavour, intense sweetened or diet",11504.0,"Soft drinks, cola, intense sweetened",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F008405,"Soft drink, cola flavour, intense sweetened or diet, decaffeinated",11504.0,"Soft drinks, cola, intense sweetened",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F008421,"Soft drink, energy drink, Red Bull",11603.0,Energy drinks,total_sugars_g,10.8,Total sugars,(g),Macronutrients,5
F008424,"Soft drink, energy drink, V",11603.0,Energy drinks,total_sugars_g,10.8,Total sugars,(g),Macronutrients,5
F008438,"Soft drink, fruit flavours",11501.0,"Soft drinks, non-cola",total_sugars_g,8.8,Total sugars,(g),Macronutrients,5
F008439,"Soft drink, fruit flavours, intense sweetened or diet",11502.0,"Soft drinks, non-cola, intense sweetened",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F009795,"Kombucha, flavoured, added juice or intense sweeteners",29505.0,Other alcoholic beverages,total_sugars_g,0.8,Total sugars,(g),Macronutrients,5
F008460,"Soft drink, tonic water",11501.0,"Soft drinks, non-cola",total_sugars_g,8.8,Total sugars,(g),Macronutrients,5
F008461,"Soft drink, tonic water, intense sweetened or diet",11502.0,"Soft drinks, non-cola, intense sweetened",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F009117,"Tea, green, plain, without milk",11101.0,"Tea, regular, caffeinated, prepared with water",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F009125,"Tea, regular, black, brewed from leaf or teabags, without milk",11101.0,"Tea, regular, caffeinated, prepared with water",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F009115,"Tea, decaffeinated, black, brewed from leaf or teabags, without milk",11103.0,"Tea, regular, decaffeinated, prepared with water or milk",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F009516,"Water, bottled, still",11702.0,Purchased packaged water including mineral water,total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F009527,"Water, tap",11701.0,"Domestic water (including tap, tank/rain water)",total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F008377,"Water, soda",11702.0,Purchased packaged water including mineral water,total_sugars_g,0.0,Total sugars,(g),Macronutrients,5
F001152,"Biscuit, savoury, rice cracker, plain",13204.0,"Savoury biscuits, rice based (includes rice cakes)",total_sugars_g,0.7,Total sugars,(g),Macronutrients,5
F001151,"Biscuit, savoury, rice cracker, flavoured (excluding seaweed)",13204.0,"Savoury biscuits, rice based (includes rice cakes)",total_sugars_g,0.2,Total sugars,(g),Macronutrients,5
F001153,"Biscuit, savoury, rice cracker, seaweed flavoured",13204.0,"Savoury biscuits, rice based (includes rice cakes)",total_sugars_g,1.7,Total sugars,(g),Macronutrients,5
F009833,"Biscuit, savoury, rice cracker, added vegetable powder",13204.0,"Savoury biscuits, rice based (includes rice cakes)",total_sugars_g,4.9,Total sugars,(g),Macronutrients,5
F001122,"Biscuit, savoury, from white wheat flour, cheese-flavoured",13202.0,"Savoury biscuits, wheat based, plain, energy >1800 kJ per 100 g",total_sugars_g,3.2,Total sugars,(g),Macronutrients,5
F001125,"Biscuit, savoury, from white wheat flour, flavoured (excluding cheese)",13202.0,"Savoury biscuits, wheat based, plain, energy >1800 kJ per 100 g",total_sugars_g,5.2,Total sugars,(g),Macronutrients,5
F001126,"Biscuit, savoury, from white wheat flour, plain snack cracker style",13202.0,"Savoury biscuits, wheat based, plain, energy >1800 kJ per 100 g",total_sugars_g,6.7,Total sugars,(g),Macronutrients,5
F001120,"Biscuit, savoury, from wheat flour, crispbread, puffed & toasted",13201.0,"Savoury biscuits, wheat based, plain, energy <=1800 kJ per 100 g",total_sugars_g,3.6,Total sugars,(g),Macronutrients,5
F001129,"Biscuit, savoury, from white wheat flour, Salada style",13201.0,"Savoury biscuits, wheat based, plain, energy <=1800 kJ per 100 g",total_sugars_g,1.2,Total sugars,(g),Macronutrients,5
F001133,"Biscuit, savoury, from white wheat flour, water cracker style",13201.0,"Savoury biscuits, wheat based, plain, energy <=1800 kJ per 100 g",total_sugars_g,2.0,Total sugars,(g),Macronutrients,5
F001123,"Biscuit, savoury, from white wheat flour, flaky cracker style",13202.0,"Savoury biscuits, wheat based, plain, energy >1800 kJ per 100 g",total_sugars_g,3.6,Total sugars,(g),Macronutrients,5
F001137,"Biscuit, savoury, from wholemeal wheat flour, crispbread",13201.0,"Savoury biscuits, wheat based, plain, energy <=1800 kJ per 100 g",total_sugars_g,2.0,Total sugars,(g),Macronutrients,5
F001135,"Biscuit, savoury, from wholemeal wheat flour & rye flour, crispbread, puffed",13201.0,"Savoury biscuits, wheat based, plain, energy <=1800 kJ per 100 g",total_sugars_g,1.5,Total sugars,(g),Macronutrients,5
F001115,"Biscuit, savoury, corn cake, plain, salted",13205.0,"Savoury biscuits, corn based",total_sugars_g,0.4,Total sugars,(g),Macronutrients,5
F001118,"Biscuit, savoury, from rye flour, crispbread",13203.0,"Savoury biscuits, rye based",total_sugars_g,2.8,Total sugars,(g),Macronutrients,5
F001147,"Biscuit, savoury, rice cake, from brown rice, plain",13204.0,"Savoury biscuits, rice based (includes rice cakes)",total_sugars_g,0.8,Total sugars,(g),Macronutrients,5
F009832,"Biscuit, savoury, seed based",132.0,Savoury biscuits,total_sugars_g,1.4,Total sugars,(g),Macronutrients,5
F001215,"Biscuit, sweet, plain",13101.0,"Sweet biscuits, plain or flavoured including short bread varieties",total_sugars_g,24.7,Total sugars,(g),Macronutrients,5
F001165,"Biscuit, sweet, Anzac style, homemade from basic ingredients",13101.0,"Sweet biscuits, plain or flavoured including short bread varieties",total_sugars_g,41.2,Total sugars,(g),Macronutrients,5
F009839,"Biscuit, sweet, breakfast style, with or without dried fruit",13102.0,"Sweet biscuits, plain with fruit or nuts",total_sugars_g,20.1,Total sugars,(g),Macronutrients,5
F001244,"Biscuit, sweet, shortbread style, commercial",13101.0,"Sweet biscuits, plain or flavoured including short bread varieties",total_sugars_g,20.4,Total sugars,(g),Macronutrients,5
F001170,"Biscuit, sweet, chocolate chip or coated",13105.0,"Sweet biscuits, chocolate-coated, chocolate chip",total_sugars_g,35.8,Total sugars,(g),Macronutrients,5
F009834,"Biscuit, sweet, cream filled, commercial",13104.0,"Sweet biscuits, cream-filled",total_sugars_g,33.6,Total sugars,(g),Macronutrients,5
F001167,"Biscuit, sweet, biscuit base, caramel filling, chocolate-coated, commercial",13106.0,"Sweet biscuits, chocolate-coated, chocolate or cream filled",total_sugars_g,45.5,Total sugars,(g),Macronutrients,5
F001168,"Biscuit, sweet, biscuit base, mint filling, chocolate-coated",13106.0,"Sweet biscuits, chocolate-coated, chocolate or cream filled",total_sugars_g,42.0,Total sugars,(g),Macronutrients,5
F001234,"Biscuit, sweet, sandwich, cream filling, chocolate-coated, tim tam style",13106.0,"Sweet biscuits, chocolate-coated, chocolate or cream filled",total_sugars_g,44.7,Total sugars,(g),Macronutrients,5
F001233,"Biscuit, sweet, sandwich, cream & jam filling",13104.0,"Sweet biscuits, cream-filled",total_sugars_g,33.5,Total sugars,(g),Macronutrients,5
F001251,"Biscuit, sweet, wheatmeal",13101.0,"Sweet biscuits, plain or flavoured including short bread varieties",total_sugars_g,21.6,Total sugars,(g),Macronutrients,5
F003095,"Cone, wafer style, for ice cream",13101.0,"Sweet biscuits, plain or flavoured including short bread varieties",total_sugars_g,0.3,Total sugars,(g),Macronutrients,5
F001683,"Breadcrumbs, white",12201.0,"Breads, and bread rolls, white, mandatorily fortified",total_sugars_g,4.6,Total sugars,(g),Macronutrients,5
F001353,"Bread roll, from white flour",12201.0,"Breads, and bread rolls, white, mandatorily fortified",total_sugars_g,3.4,Total sugars,(g),Macronutrients,5
F001415,"Bread, wrap, white, commercial",12302.0,"Flat breads (e.g. Pita bread), wheat based",total_sugars_g,5.3,Total sugars,(g),Macronutrients,5
F001537,"Bread, from white flour, sour dough, commercial",12201.0,"Breads, and bread rolls, white, mandatorily fortified",total_sugars_g,1.2,Total sugars,(g),Macronutrients,5
F001538,"Bread, from white flour, sour dough, commercial, toasted",12201.0,"Breads, and bread rolls, white, mandatorily fortified",total_sugars_g,1.4,Total sugars,(g),Macronutrients,5
F001553,"Bread, from wholemeal flour",12207.0,"Breads, and bread rolls, wholemeal and brown, mandatorily fortified",total_sugars_g,3.2,Total sugars,(g),Macronutrients,5
F001647,"Bread, Naan, commercial",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",total_sugars_g,6.0,Total sugars,(g),Macronutrients,5
F001653,"Bread, pizza base, commercial",12203.0,"Breads, and bread rolls, white, not stated as to fortification",total_sugars_g,3.7,Total sugars,(g),Macronutrients,5
F001669,"Bread, tortilla, white, commercial",12302.0,"Flat breads (e.g. Pita bread), wheat based",total_sugars_g,4.3,Total sugars,(g),Macronutrients,5
F001387,"Bread, damper, from white flour, homemade",12203.0,"Breads, and bread rolls, white, not stated as to fortification",total_sugars_g,2.9,Total sugars,(g),Macronutrients,5
F001420,"Bread, flat (pita or Lebanese), white, commercial",12302.0,"Flat breads (e.g. Pita bread), wheat based",total_sugars_g,3.1,Total sugars,(g),Macronutrients,5
F001404,"Bread, flat (pita or Lebanese), wholemeal, commercial",12302.0,"Flat breads (e.g. Pita bread), wheat based",total_sugars_g,3.1,Total sugars,(g),Macronutrients,5
F001463,"Bread, from white flour",12201.0,"Breads, and bread rolls, white, mandatorily fortified",total_sugars_g,3.1,Total sugars,(g),Macronutrients,5
F001541,"Bread, from white flour, toasted",12201.0,"Breads, and bread rolls, white, mandatorily fortified",total_sugars_g,3.7,Total sugars,(g),Macronutrients,5
F001466,"Bread, from white flour, added calcium",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",total_sugars_g,2.7,Total sugars,(g),Macronutrients,5
F001467,"Bread, from white flour, added calcium, toasted",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",total_sugars_g,3.1,Total sugars,(g),Macronutrients,5
F001468,"Bread, from white flour, added fibre",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",total_sugars_g,2.5,Total sugars,(g),Macronutrients,5
F001479,"Bread, from white flour, added fibre, toasted",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",total_sugars_g,3.0,Total sugars,(g),Macronutrients,5
F001482,"Bread, from white flour, added iron",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",total_sugars_g,2.7,Total sugars,(g),Macronutrients,5
F001483,"Bread, from white flour, added iron, toasted",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",total_sugars_g,3.1,Total sugars,(g),Macronutrients,5
F001484,"Bread, from white flour, added omega-3 polyunsaturates",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",total_sugars_g,2.4,Total sugars,(g),Macronutrients,5
F001485,"Bread, from white flour, added omega-3 polyunsaturates, toasted",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",total_sugars_g,2.8,Total sugars,(g),Macronutrients,5
F001543,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",total_sugars_g,3.8,Total sugars,(g),Macronutrients,5
F001544,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe, toasted",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",total_sugars_g,4.5,Total sugars,(g),Macronutrients,5
F001528,"Bread, from white flour, Italian-style, commercial",12201.0,"Breads, and bread rolls, white, mandatorily fortified",total_sugars_g,2.0,Total sugars,(g),Macronutrients,5
F001529,"Bread, from white flour, Italian-style, commercial, toasted",12201.0,"Breads, and bread rolls, white, mandatorily fortified",total_sugars_g,2.4,Total sugars,(g),Macronutrients,5
F001358,"Bread roll, from white flour, toasted",12201.0,"Breads, and bread rolls, white, mandatorily fortified",total_sugars_g,4.0,Total sugars,(g),Macronutrients,5
F001372,"Bread roll, topped with cheese",12304.0,Savoury filled or topped breads and bread rolls,total_sugars_g,2.8,Total sugars,(g),Macronutrients,5
F001373,"Bread roll, topped with cheese & bacon",12304.0,Savoury filled or topped breads and bread rolls,total_sugars_g,2.3,Total sugars,(g),Macronutrients,5
F001597,"Bread, from wholemeal flour, toasted",12207.0,"Breads, and bread rolls, wholemeal and brown, mandatorily fortified",total_sugars_g,3.7,Total sugars,(g),Macronutrients,5
F001573,"Bread, from wholemeal flour, extra grainy & seeds",12207.0,"Breads, and bread rolls, wholemeal and brown, mandatorily fortified",total_sugars_g,2.9,Total sugars,(g),Macronutrients,5
F001576,"Bread, from wholemeal flour, extra grainy & seeds, toasted",12207.0,"Breads, and bread rolls, wholemeal and brown, mandatorily fortified",total_sugars_g,3.4,Total sugars,(g),Macronutrients,5
F001360,"Bread roll, from wholemeal flour",12207.0,"Breads, and bread rolls, wholemeal and brown, mandatorily fortified",total_sugars_g,3.0,Total sugars,(g),Macronutrients,5
F001364,"Bread roll, from wholemeal flour, toasted",12207.0,"Breads, and bread rolls, wholemeal and brown, mandatorily fortified",total_sugars_g,3.5,Total sugars,(g),Macronutrients,5
F001545,"Bread, organic",12203.0,"Breads, and bread rolls, white, not stated as to fortification",total_sugars_g,1.3,Total sugars,(g),Macronutrients,5
F001548,"Bread, organic, toasted",12203.0,"Breads, and bread rolls, white, not stated as to fortification",total_sugars_g,1.5,Total sugars,(g),Macronutrients,5
