data_year,survey_period,sex,age_group,risk_factor,disease,attributable_deaths,deaths,pct_deaths_total,attributable_yll,yll,pct_yll_total,attributable_yld,yld,pct_yld_total,attributable_daly,daly,pct_daly_total,disease_group
2003,2003,Females,45–54,Intimate partner violence,Suicide and self-inflicted injuries,25,98,,949.0,3723.0,,22.0,88.0,,971.0,3811.0,,
2003,2003,Females,55–64,Intimate partner violence,Alcohol use disorders,1,14,,21.0,408.0,,45.0,882.0,,66.0,1290.0,,
2003,2003,Females,55–64,Intimate partner violence,Anxiety disorders,0,1,,4.0,26.0,,1195.0,7861.0,,1199.0,7887.0,,
2003,2003,Females,55–64,Intimate partner violence,Depressive disorders,0,1,,4.0,25.0,,1245.0,6954.0,,1249.0,6979.0,,
2003,2003,Females,55–64,Intimate partner violence,Early pregnancy loss,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,55–64,Intimate partner violence,Homicide and violence,1,4,,21.0,119.0,,11.0,39.0,,32.0,158.0,,
2003,2003,Females,55–64,Intimate partner violence,Suicide and self-inflicted injuries,16,63,,456.0,1830.0,,11.0,44.0,,467.0,1875.0,,
2003,2003,Females,65–84,Intimate partner violence,Alcohol use disorders,0,11,,2.0,130.0,,3.0,153.0,,6.0,283.0,,
2003,2003,Females,65–84,Intimate partner violence,Anxiety disorders,0,1,,0.0,9.0,,220.0,3282.0,,221.0,3291.0,,
2003,2003,Females,65–84,Intimate partner violence,Depressive disorders,1,13,,13.0,163.0,,489.0,5080.0,,502.0,5243.0,,
2003,2003,Females,65–84,Intimate partner violence,Early pregnancy loss,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,65–84,Intimate partner violence,Homicide and violence,2,11,,28.0,157.0,,2.0,15.0,,30.0,171.0,,
2003,2003,Females,65–84,Intimate partner violence,Suicide and self-inflicted injuries,6,56,,115.0,943.0,,2.0,14.0,,117.0,957.0,,
2003,2003,Females,85+,Intimate partner violence,Alcohol use disorders,0,5,,1.0,31.0,,0.0,5.0,,1.0,36.0,,
2003,2003,Females,85+,Intimate partner violence,Anxiety disorders,0,2,,1.0,13.0,,14.0,265.0,,15.0,278.0,,
2003,2003,Females,85+,Intimate partner violence,Depressive disorders,1,19,,7.0,105.0,,37.0,572.0,,43.0,677.0,,
2003,2003,Females,85+,Intimate partner violence,Early pregnancy loss,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,85+,Intimate partner violence,Homicide and violence,0,2,,2.0,14.0,,0.0,3.0,,2.0,17.0,,
2003,2003,Females,85+,Intimate partner violence,Suicide and self-inflicted injuries,1,7,,4.0,41.0,,0.0,1.0,,4.0,42.0,,
2003,2003,Females,15–24,Iron deficiency,Iron-deficiency anaemia,0,0,,0.0,0.0,,1052.0,1052.0,,1052.0,1052.0,,
2003,2003,Females,25–34,Iron deficiency,Iron-deficiency anaemia,0,0,,0.0,0.0,,961.0,961.0,,961.0,961.0,,
2003,2003,Females,35–44,Iron deficiency,Iron-deficiency anaemia,0,0,,0.0,0.0,,2235.0,2235.0,,2235.0,2235.0,,
2003,2003,Females,45–54,Iron deficiency,Iron-deficiency anaemia,0,0,,0.0,0.0,,1446.0,1446.0,,1446.0,1446.0,,
2003,2003,Females,55–64,Iron deficiency,Iron-deficiency anaemia,0,0,,0.0,0.0,,912.0,912.0,,912.0,912.0,,
2003,2003,Females,65–84,Iron deficiency,Iron-deficiency anaemia,8,8,,102.0,102.0,,943.0,943.0,,1045.0,1045.0,,
2003,2003,Females,85+,Iron deficiency,Iron-deficiency anaemia,14,14,,59.0,59.0,,268.0,268.0,,327.0,327.0,,
2003,2003,Females,Under 15,Iron deficiency,Iron-deficiency anaemia,0,0,,0.0,0.0,,689.0,689.0,,689.0,689.0,,
2003,2003,Females,35–44,Low bone mineral density,Falls,0,8,,10.0,353.0,,72.0,560.0,,82.0,913.0,,
2003,2003,Females,45–54,Low bone mineral density,Falls,3,10,,100.0,378.0,,267.0,1060.0,,367.0,1438.0,,
2003,2003,Females,55–64,Low bone mineral density,Falls,4,16,,108.0,428.0,,435.0,1063.0,,543.0,1490.0,,
2003,2003,Females,65–84,Low bone mineral density,Falls,131,294,,1601.0,3522.0,,2435.0,4784.0,,4036.0,8307.0,,
2003,2003,Females,85+,Low bone mineral density,Falls,253,531,,1264.0,2647.0,,1563.0,3062.0,,2827.0,5710.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),0,9,,4.0,571.0,,0.0,12.0,,4.0,583.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Acute myeloid leukaemia (AML),0,2,,1.0,156.0,,0.0,7.0,,1.0,163.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Asbestosis,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Asthma,0,1,,6.0,65.0,,759.0,8152.0,,765.0,8217.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Back pain and problems,0,0,,0.0,0.0,,1093.0,6365.0,,1093.0,6365.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,COPD,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Chronic myeloid leukaemia (CML),0,0,,0.0,0.0,,0.0,1.0,,0.0,1.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Drowning,0,3,,0.0,202.0,,0.0,5.0,,0.0,207.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Falls,0,4,,0.0,286.0,,0.0,480.0,,0.0,766.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,"Fire, burns and scalds",0,1,,0.0,66.0,,0.0,101.0,,0.0,167.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Hearing loss,0,0,,0.0,0.0,,91.0,453.0,,91.0,453.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Homicide and violence,0,21,,0.0,1401.0,,0.0,219.0,,0.0,1620.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Kidney cancer,0,0,,0.0,0.0,,0.0,1.0,,0.0,1.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Laryngeal cancer,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Lung cancer,0,0,,0.0,0.0,,0.0,1.0,,0.0,1.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Mesothelioma,0,1,,4.0,62.0,,0.0,0.0,,4.0,62.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Nasopharyngeal cancer,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Other land transport injuries,0,1,,0.0,67.0,,0.0,307.0,,0.0,375.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Other leukaemias,0,0,,0.0,3.0,,0.0,1.0,,0.0,5.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Other pneumoconiosis,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Other unintentional injuries,1,8,,68.0,542.0,,16.0,374.0,,83.0,916.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Ovarian cancer,0,4,,0.0,275.0,,0.0,5.0,,0.0,280.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Road traffic injuries - motor vehicle occupants,0,91,,0.0,6111.0,,0.0,530.0,,0.0,6641.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Road traffic injuries - motorcyclists,0,5,,0.0,333.0,,0.0,33.0,,0.0,366.0,,
2003,2003,Females,15–24,Occupational exposures & hazards,Silicosis,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),0,7,,9.0,408.0,,0.0,18.0,,9.0,426.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Acute myeloid leukaemia (AML),0,8,,10.0,476.0,,0.0,8.0,,10.0,483.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Asbestosis,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Asthma,1,10,,34.0,522.0,,587.0,8594.0,,621.0,9116.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Back pain and problems,0,1,,0.0,57.0,,1835.0,11515.0,,1835.0,11573.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,COPD,0,0,,0.0,1.0,,0.0,0.0,,0.0,1.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Chronic myeloid leukaemia (CML),0,0,,0.0,0.0,,0.0,2.0,,0.0,2.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Drowning,0,2,,0.0,126.0,,0.0,3.0,,0.0,129.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Falls,1,5,,57.0,310.0,,5.0,536.0,,62.0,846.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,"Fire, burns and scalds",0,4,,0.0,241.0,,0.0,98.0,,0.0,339.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Hearing loss,0,0,,0.0,0.0,,221.0,924.0,,221.0,924.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Homicide and violence,1,17,,57.0,978.0,,5.0,329.0,,62.0,1307.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Kidney cancer,0,1,,0.0,59.0,,0.0,4.0,,0.0,64.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Laryngeal cancer,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Lung cancer,0,4,,1.0,233.0,,0.0,2.0,,1.0,235.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Mesothelioma,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Nasopharyngeal cancer,0,1,,0.0,54.0,,0.0,1.0,,0.0,55.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Other land transport injuries,0,1,,0.0,59.0,,0.0,179.0,,0.0,238.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Other leukaemias,0,1,,1.0,58.0,,0.0,1.0,,1.0,59.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Other pneumoconiosis,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Other unintentional injuries,1,12,,58.0,681.0,,5.0,293.0,,63.0,975.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Ovarian cancer,0,10,,0.0,549.0,,0.0,12.0,,0.0,561.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Road traffic injuries - motor vehicle occupants,2,35,,113.0,1962.0,,11.0,296.0,,124.0,2258.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Road traffic injuries - motorcyclists,0,4,,0.0,225.0,,0.0,30.0,,0.0,254.0,,
2003,2003,Females,25–34,Occupational exposures & hazards,Silicosis,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),0,4,,7.0,207.0,,0.0,10.0,,8.0,216.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Acute myeloid leukaemia (AML),1,15,,24.0,690.0,,1.0,15.0,,25.0,706.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Asbestosis,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Asthma,0,7,,21.0,308.0,,519.0,7412.0,,541.0,7721.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Back pain and problems,0,2,,0.0,87.0,,2586.0,15213.0,,2586.0,15300.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,COPD,0,6,,16.0,270.0,,15.0,256.0,,32.0,527.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),0,0,,0.0,0.0,,0.0,3.0,,0.0,3.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Chronic myeloid leukaemia (CML),0,3,,5.0,144.0,,0.0,4.0,,5.0,148.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Drowning,1,3,,48.0,152.0,,3.0,3.0,,51.0,155.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Falls,1,8,,46.0,353.0,,10.0,560.0,,57.0,913.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,"Fire, burns and scalds",0,6,,0.0,292.0,,0.0,67.0,,0.0,359.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Hearing loss,0,0,,0.0,0.0,,262.0,1515.0,,262.0,1515.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Homicide and violence,0,18,,0.0,850.0,,0.0,285.0,,0.0,1135.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Kidney cancer,0,11,,0.0,507.0,,0.0,14.0,,0.0,520.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Laryngeal cancer,0,1,,0.0,43.0,,0.0,1.0,,0.0,43.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Lung cancer,1,48,,23.0,2153.0,,0.0,12.0,,24.0,2165.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Mesothelioma,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Nasopharyngeal cancer,0,0,,0.0,0.0,,0.0,2.0,,0.0,2.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Other land transport injuries,0,5,,0.0,245.0,,0.0,162.0,,0.0,407.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Other leukaemias,0,3,,5.0,143.0,,0.0,2.0,,5.0,145.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Other pneumoconiosis,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Other unintentional injuries,0,12,,0.0,556.0,,0.0,281.0,,0.0,837.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Ovarian cancer,0,27,,1.0,1234.0,,0.0,33.0,,1.0,1267.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Road traffic injuries - motor vehicle occupants,1,43,,48.0,2028.0,,10.0,272.0,,58.0,2300.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Road traffic injuries - motorcyclists,0,2,,0.0,105.0,,0.0,29.0,,0.0,134.0,,
2003,2003,Females,35–44,Occupational exposures & hazards,Silicosis,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),0,5,,8.0,189.0,,0.0,6.0,,8.0,195.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Acute myeloid leukaemia (AML),1,17,,26.0,636.0,,1.0,20.0,,26.0,656.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Asbestosis,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Asthma,1,15,,44.0,577.0,,508.0,6587.0,,553.0,7164.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Back pain and problems,0,0,,0.0,0.0,,2833.0,15453.0,,2833.0,15454.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,COPD,2,40,,81.0,1464.0,,99.0,1812.0,,180.0,3276.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),0,1,,1.0,33.0,,0.0,9.0,,2.0,43.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Chronic myeloid leukaemia (CML),0,2,,3.0,76.0,,0.0,5.0,,3.0,81.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Drowning,0,9,,0.0,362.0,,0.0,2.0,,0.0,364.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Falls,0,10,,0.0,378.0,,0.0,1060.0,,0.0,1438.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,"Fire, burns and scalds",0,2,,0.0,81.0,,0.0,57.0,,0.0,138.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Hearing loss,0,0,,0.0,0.0,,285.0,1823.0,,285.0,1823.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Homicide and violence,0,9,,0.0,336.0,,0.0,52.0,,0.0,388.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Kidney cancer,0,12,,0.0,445.0,,0.0,32.0,,0.0,477.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Laryngeal cancer,0,2,,1.0,72.0,,0.0,3.0,,1.0,75.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Lung cancer,4,207,,140.0,7564.0,,1.0,62.0,,141.0,7626.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Mesothelioma,1,8,,20.0,289.0,,0.0,3.0,,20.0,292.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Nasopharyngeal cancer,0,3,,0.0,111.0,,0.0,3.0,,0.0,114.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Other land transport injuries,0,2,,0.0,83.0,,0.0,86.0,,0.0,169.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Other leukaemias,0,4,,6.0,145.0,,0.0,3.0,,6.0,147.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Other pneumoconiosis,0,0,,0.0,0.0,,2.0,2.0,,2.0,2.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Other unintentional injuries,1,8,,40.0,328.0,,15.0,223.0,,55.0,551.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Ovarian cancer,0,83,,4.0,3093.0,,0.0,96.0,,4.0,3189.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Road traffic injuries - motor vehicle occupants,2,39,,75.0,1481.0,,36.0,210.0,,111.0,1690.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Road traffic injuries - motorcyclists,0,2,,0.0,78.0,,0.0,24.0,,0.0,103.0,,
2003,2003,Females,45–54,Occupational exposures & hazards,Silicosis,0,0,,0.0,0.0,,1.0,1.0,,1.0,1.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),0,6,,8.0,178.0,,0.0,11.0,,8.0,189.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Acute myeloid leukaemia (AML),1,29,,37.0,841.0,,1.0,24.0,,38.0,865.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Asbestosis,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Asthma,1,24,,43.0,704.0,,283.0,4774.0,,326.0,5478.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Back pain and problems,0,1,,0.0,29.0,,1748.0,11858.0,,1748.0,11887.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,COPD,5,186,,142.0,5061.0,,139.0,4892.0,,281.0,9953.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),0,6,,7.0,168.0,,1.0,23.0,,8.0,191.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Chronic myeloid leukaemia (CML),0,7,,9.0,197.0,,0.0,7.0,,9.0,204.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Drowning,0,5,,0.0,148.0,,0.0,2.0,,0.0,149.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Falls,0,16,,0.0,428.0,,0.0,1063.0,,0.0,1490.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,"Fire, burns and scalds",0,4,,0.0,113.0,,0.0,33.0,,0.0,147.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Hearing loss,0,0,,0.0,0.0,,154.0,2674.0,,154.0,2674.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Homicide and violence,0,4,,0.0,119.0,,0.0,39.0,,0.0,158.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Kidney cancer,0,33,,0.0,938.0,,0.0,47.0,,0.0,985.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Laryngeal cancer,0,5,,2.0,136.0,,0.0,5.0,,2.0,142.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Lung cancer,12,465,,341.0,12908.0,,4.0,152.0,,345.0,13060.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Mesothelioma,1,12,,24.0,355.0,,0.0,7.0,,25.0,362.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Nasopharyngeal cancer,0,6,,0.0,174.0,,0.0,5.0,,0.0,180.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Other land transport injuries,0,2,,0.0,68.0,,0.0,72.0,,0.0,140.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Other leukaemias,0,3,,4.0,80.0,,0.0,7.0,,4.0,87.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Other pneumoconiosis,0,0,,0.0,0.0,,3.0,3.0,,3.0,3.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Other unintentional injuries,2,8,,58.0,242.0,,41.0,190.0,,99.0,432.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Ovarian cancer,0,169,,9.0,4727.0,,0.0,164.0,,9.0,4891.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Road traffic injuries - motor vehicle occupants,0,35,,0.0,996.0,,0.0,165.0,,0.0,1161.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Road traffic injuries - motorcyclists,0,1,,0.0,33.0,,0.0,20.0,,0.0,53.0,,
2003,2003,Females,55–64,Occupational exposures & hazards,Silicosis,0,0,,0.0,0.0,,1.0,1.0,,1.0,1.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),1,19,,14.0,290.0,,1.0,29.0,,15.0,319.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Acute myeloid leukaemia (AML),8,171,,119.0,2531.0,,3.0,75.0,,122.0,2606.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Asbestosis,2,2,,31.0,31.0,,2.0,2.0,,33.0,33.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,COPD,2,1394,,30.0,19135.0,,35.0,22305.0,,65.0,41440.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),2,57,,34.0,771.0,,3.0,77.0,,38.0,849.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Chronic myeloid leukaemia (CML),1,28,,19.0,414.0,,1.0,15.0,,20.0,429.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Drowning,0,9,,0.0,145.0,,0.0,1.0,,0.0,146.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Falls,0,294,,0.0,3522.0,,0.0,4784.0,,0.0,8307.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,"Fire, burns and scalds",0,14,,0.0,192.0,,0.0,33.0,,0.0,225.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Hearing loss,0,0,,0.0,0.0,,15.0,13758.0,,15.0,13758.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Homicide and violence,0,11,,0.0,157.0,,0.0,15.0,,0.0,171.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Kidney cancer,0,190,,0.0,2795.0,,0.0,124.0,,0.0,2919.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Laryngeal cancer,0,17,,4.0,253.0,,0.0,20.0,,4.0,273.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Lung cancer,44,1618,,697.0,24330.0,,14.0,499.0,,710.0,24830.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Mesothelioma,4,60,,62.0,906.0,,1.0,21.0,,64.0,927.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Nasopharyngeal cancer,0,13,,0.0,199.0,,0.0,7.0,,0.0,206.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Other land transport injuries,0,4,,0.0,67.0,,0.0,63.0,,0.0,130.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Other leukaemias,2,46,,29.0,644.0,,1.0,34.0,,31.0,678.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Other pneumoconiosis,0,0,,0.0,0.0,,9.0,9.0,,9.0,9.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Other unintentional injuries,0,46,,0.0,615.0,,0.0,241.0,,0.0,856.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Ovarian cancer,1,435,,14.0,6517.0,,1.0,443.0,,14.0,6960.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Road traffic injuries - motor vehicle occupants,0,74,,0.0,1093.0,,0.0,233.0,,0.0,1325.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Road traffic injuries - motorcyclists,0,0,,0.0,0.0,,0.0,2.0,,0.0,2.0,,
2003,2003,Females,65–84,Occupational exposures & hazards,Silicosis,0,0,,0.0,0.0,,2.0,2.0,,2.0,2.0,,
2003,2003,Females,85+,Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),0,5,,1.0,27.0,,0.0,18.0,,1.0,46.0,,
2003,2003,Females,85+,Occupational exposures & hazards,Acute myeloid leukaemia (AML),1,36,,5.0,214.0,,1.0,28.0,,5.0,242.0,,
2003,2003,Females,85+,Occupational exposures & hazards,Asbestosis,0,0,,0.0,0.0,,1.0,1.0,,1.0,1.0,,
2003,2003,Females,85+,Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),1,50,,5.0,252.0,,1.0,30.0,,6.0,282.0,,
2003,2003,Females,85+,Occupational exposures & hazards,Chronic myeloid leukaemia (CML),0,17,,2.0,100.0,,0.0,6.0,,2.0,106.0,,
2003,2003,Females,85+,Occupational exposures & hazards,Kidney cancer,0,64,,0.0,387.0,,0.0,34.0,,0.0,421.0,,
2003,2003,Females,85+,Occupational exposures & hazards,Laryngeal cancer,0,2,,0.0,13.0,,0.0,3.0,,0.0,16.0,,
2003,2003,Females,85+,Occupational exposures & hazards,Lung cancer,5,295,,28.0,1755.0,,2.0,133.0,,31.0,1888.0,,
2003,2003,Females,85+,Occupational exposures & hazards,Mesothelioma,1,9,,4.0,56.0,,1.0,8.0,,4.0,64.0,,
2003,2003,Females,85+,Occupational exposures & hazards,Nasopharyngeal cancer,0,0,,0.0,0.0,,0.0,1.0,,0.0,1.0,,
2003,2003,Females,85+,Occupational exposures & hazards,Other leukaemias,1,32,,4.0,175.0,,1.0,30.0,,4.0,205.0,,
2003,2003,Females,85+,Occupational exposures & hazards,Other pneumoconiosis,0,0,,0.0,0.0,,1.0,1.0,,1.0,1.0,,
2003,2003,Females,85+,Occupational exposures & hazards,Ovarian cancer,0,96,,1.0,557.0,,0.0,165.0,,1.0,722.0,,
2003,2003,Females,85+,Occupational exposures & hazards,Silicosis,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
2003,2003,Females,15–24,Opioid use,Drug use disorders (excluding alcohol),1,6,,70.0,390.0,,499.0,2990.0,,569.0,3381.0,,
2003,2003,Females,15–24,Opioid use,Poisoning,14,28,,926.0,1881.0,,22.0,44.0,,948.0,1925.0,,
2003,2003,Females,15–24,Opioid use,Road traffic injuries - motor vehicle occupants,0,91,,11.0,6111.0,,1.0,530.0,,12.0,6641.0,,
