year,cube,sex,measure,category,age_group,proportion_pct
2022,8,Females,Measured Body Mass Index(f),Total Obese (30.00 or more),45-64,36.3
2022,8,Females,Measured Body Mass Index(f),Total Obese (30.00 or more),65-74,37.2
2022,8,Females,Measured Body Mass Index(f),Total Obese (30.00 or more),75 +,31.6
2022,8,Females,Measured Body Mass Index(f),Total Obese (30.00 or more),18-44,25.3
2022,8,Females,Measured Body Mass Index(f),Total Obese (30.00 or more),45 +,35.6
2022,8,Females,Measured Body Mass Index(f),Total Obese (30.00 or more),Total 18 +,30.9
2022,8,Females,Measured Body Mass Index(f),Total Obese (30.00 or more),Total 15 +,29.9
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),15-17,23.8
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),18-24,41.2
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),25-34,51.5
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),35-44,58.3
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),45-54,67.3
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),55-64,69.5
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),65 +,67.9
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),15-24,35.8
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),15-44,49.2
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),25-44,54.8
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),45-64,68.2
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),65-74,69.4
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),75 +,65.7
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),18-44,51.7
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),45 +,68.1
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),Total 18 +,60.5
2022,8,Females,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),Total 15 +,59.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),15-17,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),18-24,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),25-34,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),35-44,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),45-54,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),55-64,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),65 +,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),15-24,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),15-44,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),25-44,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),45-64,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),65-74,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),75 +,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),18-44,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),45 +,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),Total 18 +,100.0
2022,8,Females,Measured Body Mass Index(f),Total females aged 15 years and over(g),Total 15 +,100.0
2022,8,Females,Measured waist circumference(h),Lowered risk,18-24,53.3
2022,8,Females,Measured waist circumference(h),Lowered risk,25-34,37.9
2022,8,Females,Measured waist circumference(h),Lowered risk,35-44,31.3
2022,8,Females,Measured waist circumference(h),Lowered risk,45-54,20.0
2022,8,Females,Measured waist circumference(h),Lowered risk,55-64,15.3
2022,8,Females,Measured waist circumference(h),Lowered risk,65 +,14.3
2022,8,Females,Measured waist circumference(h),Lowered risk,25-44,34.5
2022,8,Females,Measured waist circumference(h),Lowered risk,45-64,17.8
2022,8,Females,Measured waist circumference(h),Lowered risk,65-74,12.9
2022,8,Females,Measured waist circumference(h),Lowered risk,75 +,16.2
2022,8,Females,Measured waist circumference(h),Lowered risk,18-44,38.8
2022,8,Females,Measured waist circumference(h),Lowered risk,45 +,16.3
2022,8,Females,Measured waist circumference(h),Lowered risk,Total 18 +,26.8
2022,8,Females,Measured waist circumference(h),Increased risk(i),18-24,20.4
2022,8,Females,Measured waist circumference(h),Increased risk(i),25-34,17.8
2022,8,Females,Measured waist circumference(h),Increased risk(i),35-44,21.9
2022,8,Females,Measured waist circumference(h),Increased risk(i),45-54,17.3
2022,8,Females,Measured waist circumference(h),Increased risk(i),55-64,20.6
2022,8,Females,Measured waist circumference(h),Increased risk(i),65 +,16.5
2022,8,Females,Measured waist circumference(h),Increased risk(i),25-44,19.8
2022,8,Females,Measured waist circumference(h),Increased risk(i),45-64,18.9
2022,8,Females,Measured waist circumference(h),Increased risk(i),65-74,18.5
2022,8,Females,Measured waist circumference(h),Increased risk(i),75 +,14.5
2022,8,Females,Measured waist circumference(h),Increased risk(i),18-44,20.0
2022,8,Females,Measured waist circumference(h),Increased risk(i),45 +,18.0
2022,8,Females,Measured waist circumference(h),Increased risk(i),Total 18 +,18.8
2022,8,Females,Measured waist circumference(h),Substantially increased risk(j),18-24,25.4
2022,8,Females,Measured waist circumference(h),Substantially increased risk(j),25-34,42.7
2022,8,Females,Measured waist circumference(h),Substantially increased risk(j),35-44,45.8
2022,8,Females,Measured waist circumference(h),Substantially increased risk(j),45-54,61.7
2022,8,Females,Measured waist circumference(h),Substantially increased risk(j),55-64,61.9
2022,8,Females,Measured waist circumference(h),Substantially increased risk(j),65 +,68.4
2022,8,Females,Measured waist circumference(h),Substantially increased risk(j),25-44,44.2
2022,8,Females,Measured waist circumference(h),Substantially increased risk(j),45-64,62.1
2022,8,Females,Measured waist circumference(h),Substantially increased risk(j),65-74,67.3
2022,8,Females,Measured waist circumference(h),Substantially increased risk(j),75 +,69.2
2022,8,Females,Measured waist circumference(h),Substantially increased risk(j),18-44,39.9
2022,8,Females,Measured waist circumference(h),Substantially increased risk(j),45 +,64.7
2022,8,Females,Measured waist circumference(h),Substantially increased risk(j),Total 18 +,53.3
2022,8,Females,Measured waist circumference(h),Total females aged 18 years and over,18-24,100.0
2022,8,Females,Measured waist circumference(h),Total females aged 18 years and over,25-34,100.0
2022,8,Females,Measured waist circumference(h),Total females aged 18 years and over,35-44,100.0
2022,8,Females,Measured waist circumference(h),Total females aged 18 years and over,45-54,100.0
2022,8,Females,Measured waist circumference(h),Total females aged 18 years and over,55-64,100.0
2022,8,Females,Measured waist circumference(h),Total females aged 18 years and over,65 +,100.0
2022,8,Females,Measured waist circumference(h),Total females aged 18 years and over,25-44,100.0
2022,8,Females,Measured waist circumference(h),Total females aged 18 years and over,45-64,100.0
2022,8,Females,Measured waist circumference(h),Total females aged 18 years and over,65-74,100.0
2022,8,Females,Measured waist circumference(h),Total females aged 18 years and over,75 +,100.0
2022,8,Females,Measured waist circumference(h),Total females aged 18 years and over,18-44,100.0
2022,8,Females,Measured waist circumference(h),Total females aged 18 years and over,45 +,100.0
2022,8,Females,Measured waist circumference(h),Total females aged 18 years and over,Total 18 +,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",15-17,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",18-24,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",25-34,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",35-44,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",45-54,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",55-64,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",65 +,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",15-24,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",15-44,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",25-44,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",45-64,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",65-74,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",75 +,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",18-44,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",45 +,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",Total 18 +,100.0
2022,8,Females,Median waist measured circumference (cm),"Total females, 15 years and over",Total 15 +,100.0
2022,9,Persons,Daily consumption of fruit(c),Met recommendation,18-24,36.6
2022,9,Persons,Daily consumption of fruit(c),Met recommendation,25-34,40.0
2022,9,Persons,Daily consumption of fruit(c),Met recommendation,35-44,41.0
2022,9,Persons,Daily consumption of fruit(c),Met recommendation,45-54,42.2
2022,9,Persons,Daily consumption of fruit(c),Met recommendation,55-64,44.6
2022,9,Persons,Daily consumption of fruit(c),Met recommendation,65 +,55.0
2022,9,Persons,Daily consumption of fruit(c),Met recommendation,25-44,40.5
2022,9,Persons,Daily consumption of fruit(c),Met recommendation,45-64,43.4
2022,9,Persons,Daily consumption of fruit(c),Met recommendation,65-74,52.2
2022,9,Persons,Daily consumption of fruit(c),Met recommendation,75 +,59.0
2022,9,Persons,Daily consumption of fruit(c),Met recommendation,18-44,39.7
2022,9,Persons,Daily consumption of fruit(c),Met recommendation,45 +,48.2
2022,9,Persons,Daily consumption of fruit(c),Met recommendation,Total 18 +,44.1
2022,9,Persons,Daily consumption of fruit(c),Did not meet recommendation,18-24,62.8
2022,9,Persons,Daily consumption of fruit(c),Did not meet recommendation,25-34,60.1
2022,9,Persons,Daily consumption of fruit(c),Did not meet recommendation,35-44,59.0
2022,9,Persons,Daily consumption of fruit(c),Did not meet recommendation,45-54,57.5
2022,9,Persons,Daily consumption of fruit(c),Did not meet recommendation,55-64,55.2
2022,9,Persons,Daily consumption of fruit(c),Did not meet recommendation,65 +,44.8
2022,9,Persons,Daily consumption of fruit(c),Did not meet recommendation,25-44,59.4
2022,9,Persons,Daily consumption of fruit(c),Did not meet recommendation,45-64,56.5
2022,9,Persons,Daily consumption of fruit(c),Did not meet recommendation,65-74,47.8
2022,9,Persons,Daily consumption of fruit(c),Did not meet recommendation,75 +,40.7
2022,9,Persons,Daily consumption of fruit(c),Did not meet recommendation,18-44,60.3
2022,9,Persons,Daily consumption of fruit(c),Did not meet recommendation,45 +,51.9
2022,9,Persons,Daily consumption of fruit(c),Did not meet recommendation,Total 18 +,55.8
2022,9,Persons,Daily consumption of vegetables(c),Met recommendation,18-24,3.0
2022,9,Persons,Daily consumption of vegetables(c),Met recommendation,25-34,6.2
2022,9,Persons,Daily consumption of vegetables(c),Met recommendation,35-44,5.2
2022,9,Persons,Daily consumption of vegetables(c),Met recommendation,45-54,6.2
2022,9,Persons,Daily consumption of vegetables(c),Met recommendation,55-64,6.9
2022,9,Persons,Daily consumption of vegetables(c),Met recommendation,65 +,9.4
2022,9,Persons,Daily consumption of vegetables(c),Met recommendation,25-44,5.8
2022,9,Persons,Daily consumption of vegetables(c),Met recommendation,45-64,6.5
2022,9,Persons,Daily consumption of vegetables(c),Met recommendation,65-74,7.8
2022,9,Persons,Daily consumption of vegetables(c),Met recommendation,75 +,11.8
2022,9,Persons,Daily consumption of vegetables(c),Met recommendation,18-44,5.2
2022,9,Persons,Daily consumption of vegetables(c),Met recommendation,45 +,7.7
2022,9,Persons,Daily consumption of vegetables(c),Met recommendation,Total 18 +,6.5
2022,9,Persons,Daily consumption of vegetables(c),Did not meet recommendation,18-24,96.7
2022,9,Persons,Daily consumption of vegetables(c),Did not meet recommendation,25-34,93.6
2022,9,Persons,Daily consumption of vegetables(c),Did not meet recommendation,35-44,94.8
2022,9,Persons,Daily consumption of vegetables(c),Did not meet recommendation,45-54,93.7
2022,9,Persons,Daily consumption of vegetables(c),Did not meet recommendation,55-64,93.4
2022,9,Persons,Daily consumption of vegetables(c),Did not meet recommendation,65 +,90.4
2022,9,Persons,Daily consumption of vegetables(c),Did not meet recommendation,25-44,94.2
2022,9,Persons,Daily consumption of vegetables(c),Did not meet recommendation,45-64,93.4
2022,9,Persons,Daily consumption of vegetables(c),Did not meet recommendation,65-74,92.1
2022,9,Persons,Daily consumption of vegetables(c),Did not meet recommendation,75 +,88.6
2022,9,Persons,Daily consumption of vegetables(c),Did not meet recommendation,18-44,94.8
2022,9,Persons,Daily consumption of vegetables(c),Did not meet recommendation,45 +,92.3
2022,9,Persons,Daily consumption of vegetables(c),Did not meet recommendation,Total 18 +,93.5
2022,9,Persons,Daily consumption of fruit and vegetables(c),Met recommendation,18-24,2.1
2022,9,Persons,Daily consumption of fruit and vegetables(c),Met recommendation,25-34,3.9
2022,9,Persons,Daily consumption of fruit and vegetables(c),Met recommendation,35-44,3.2
2022,9,Persons,Daily consumption of fruit and vegetables(c),Met recommendation,45-54,3.9
2022,9,Persons,Daily consumption of fruit and vegetables(c),Met recommendation,55-64,4.0
2022,9,Persons,Daily consumption of fruit and vegetables(c),Met recommendation,65 +,6.8
2022,9,Persons,Daily consumption of fruit and vegetables(c),Met recommendation,25-44,3.6
2022,9,Persons,Daily consumption of fruit and vegetables(c),Met recommendation,45-64,3.9
2022,9,Persons,Daily consumption of fruit and vegetables(c),Met recommendation,65-74,5.8
2022,9,Persons,Daily consumption of fruit and vegetables(c),Met recommendation,75 +,8.1
2022,9,Persons,Daily consumption of fruit and vegetables(c),Met recommendation,18-44,3.2
2022,9,Persons,Daily consumption of fruit and vegetables(c),Met recommendation,45 +,5.1
2022,9,Persons,Daily consumption of fruit and vegetables(c),Met recommendation,Total 18 +,4.2
2022,9,Persons,Daily consumption of fruit and vegetables(c),Did not meet recommendation,18-24,97.4
2022,9,Persons,Daily consumption of fruit and vegetables(c),Did not meet recommendation,25-34,96.1
2022,9,Persons,Daily consumption of fruit and vegetables(c),Did not meet recommendation,35-44,96.7
2022,9,Persons,Daily consumption of fruit and vegetables(c),Did not meet recommendation,45-54,95.8
2022,9,Persons,Daily consumption of fruit and vegetables(c),Did not meet recommendation,55-64,96.2
2022,9,Persons,Daily consumption of fruit and vegetables(c),Did not meet recommendation,65 +,93.0
2022,9,Persons,Daily consumption of fruit and vegetables(c),Did not meet recommendation,25-44,96.4
2022,9,Persons,Daily consumption of fruit and vegetables(c),Did not meet recommendation,45-64,96.1
2022,9,Persons,Daily consumption of fruit and vegetables(c),Did not meet recommendation,65-74,94.1
2022,9,Persons,Daily consumption of fruit and vegetables(c),Did not meet recommendation,75 +,91.7
2022,9,Persons,Daily consumption of fruit and vegetables(c),Did not meet recommendation,18-44,96.6
2022,9,Persons,Daily consumption of fruit and vegetables(c),Did not meet recommendation,45 +,94.9
2022,9,Persons,Daily consumption of fruit and vegetables(c),Did not meet recommendation,Total 18 +,95.7
2022,9,Persons,Usual daily consumption of fruit,Does not eat fruit,18-24,14.9
2022,9,Persons,Usual daily consumption of fruit,Does not eat fruit,25-34,12.4
2022,9,Persons,Usual daily consumption of fruit,Does not eat fruit,35-44,11.4
2022,9,Persons,Usual daily consumption of fruit,Does not eat fruit,45-54,12.8
2022,9,Persons,Usual daily consumption of fruit,Does not eat fruit,55-64,13.7
2022,9,Persons,Usual daily consumption of fruit,Does not eat fruit,65 +,9.1
2022,9,Persons,Usual daily consumption of fruit,Does not eat fruit,25-44,11.9
2022,9,Persons,Usual daily consumption of fruit,Does not eat fruit,45-64,13.1
2022,9,Persons,Usual daily consumption of fruit,Does not eat fruit,65-74,10.0
2022,9,Persons,Usual daily consumption of fruit,Does not eat fruit,75 +,7.7
2022,9,Persons,Usual daily consumption of fruit,Does not eat fruit,18-44,12.6
2022,9,Persons,Usual daily consumption of fruit,Does not eat fruit,45 +,11.5
2022,9,Persons,Usual daily consumption of fruit,Does not eat fruit,Total 18 +,12.0
2022,9,Persons,Usual daily consumption of fruit,Less than 1 serve,18-24,2.2
2022,9,Persons,Usual daily consumption of fruit,Less than 1 serve,25-34,3.3
2022,9,Persons,Usual daily consumption of fruit,Less than 1 serve,35-44,2.9
2022,9,Persons,Usual daily consumption of fruit,Less than 1 serve,45-54,4.1
2022,9,Persons,Usual daily consumption of fruit,Less than 1 serve,55-64,2.2
2022,9,Persons,Usual daily consumption of fruit,Less than 1 serve,65 +,2.3
2022,9,Persons,Usual daily consumption of fruit,Less than 1 serve,25-44,3.2
2022,9,Persons,Usual daily consumption of fruit,Less than 1 serve,45-64,3.2
2022,9,Persons,Usual daily consumption of fruit,Less than 1 serve,65-74,2.9
2022,9,Persons,Usual daily consumption of fruit,Less than 1 serve,75 +,1.8
2022,9,Persons,Usual daily consumption of fruit,Less than 1 serve,18-44,2.9
2022,9,Persons,Usual daily consumption of fruit,Less than 1 serve,45 +,2.8
2022,9,Persons,Usual daily consumption of fruit,Less than 1 serve,Total 18 +,2.9
2022,9,Persons,Usual daily consumption of fruit,1 serve,18-24,45.5
2022,9,Persons,Usual daily consumption of fruit,1 serve,25-34,44.6
2022,9,Persons,Usual daily consumption of fruit,1 serve,35-44,44.6
2022,9,Persons,Usual daily consumption of fruit,1 serve,45-54,40.7
2022,9,Persons,Usual daily consumption of fruit,1 serve,55-64,39.6
2022,9,Persons,Usual daily consumption of fruit,1 serve,65 +,33.3
2022,9,Persons,Usual daily consumption of fruit,1 serve,25-44,44.5
2022,9,Persons,Usual daily consumption of fruit,1 serve,45-64,40.2
2022,9,Persons,Usual daily consumption of fruit,1 serve,65-74,35.2
2022,9,Persons,Usual daily consumption of fruit,1 serve,75 +,31.3
2022,9,Persons,Usual daily consumption of fruit,1 serve,18-44,44.7
2022,9,Persons,Usual daily consumption of fruit,1 serve,45 +,37.4
2022,9,Persons,Usual daily consumption of fruit,1 serve,Total 18 +,40.9
2022,9,Persons,Usual daily consumption of fruit,2 serves,18-24,25.7
2022,9,Persons,Usual daily consumption of fruit,2 serves,25-34,27.3
2022,9,Persons,Usual daily consumption of fruit,2 serves,35-44,27.4
2022,9,Persons,Usual daily consumption of fruit,2 serves,45-54,28.4
2022,9,Persons,Usual daily consumption of fruit,2 serves,55-64,27.2
2022,9,Persons,Usual daily consumption of fruit,2 serves,65 +,32.9
2022,9,Persons,Usual daily consumption of fruit,2 serves,25-44,27.2
2022,9,Persons,Usual daily consumption of fruit,2 serves,45-64,27.7
2022,9,Persons,Usual daily consumption of fruit,2 serves,65-74,31.7
2022,9,Persons,Usual daily consumption of fruit,2 serves,75 +,34.4
2022,9,Persons,Usual daily consumption of fruit,2 serves,18-44,26.9
2022,9,Persons,Usual daily consumption of fruit,2 serves,45 +,29.8
2022,9,Persons,Usual daily consumption of fruit,2 serves,Total 18 +,28.4
2022,9,Persons,Usual daily consumption of fruit,3 serves,18-24,8.2
2022,9,Persons,Usual daily consumption of fruit,3 serves,25-34,9.7
2022,9,Persons,Usual daily consumption of fruit,3 serves,35-44,10.0
2022,9,Persons,Usual daily consumption of fruit,3 serves,45-54,10.2
2022,9,Persons,Usual daily consumption of fruit,3 serves,55-64,13.4
2022,9,Persons,Usual daily consumption of fruit,3 serves,65 +,16.1
2022,9,Persons,Usual daily consumption of fruit,3 serves,25-44,9.8
2022,9,Persons,Usual daily consumption of fruit,3 serves,45-64,11.8
2022,9,Persons,Usual daily consumption of fruit,3 serves,65-74,14.6
2022,9,Persons,Usual daily consumption of fruit,3 serves,75 +,18.0
2022,9,Persons,Usual daily consumption of fruit,3 serves,18-44,9.4
2022,9,Persons,Usual daily consumption of fruit,3 serves,45 +,13.6
2022,9,Persons,Usual daily consumption of fruit,3 serves,Total 18 +,11.6
2022,9,Persons,Usual daily consumption of fruit,4 serves,18-24,2.2
2022,9,Persons,Usual daily consumption of fruit,4 serves,25-34,2.2
2022,9,Persons,Usual daily consumption of fruit,4 serves,35-44,2.2
2022,9,Persons,Usual daily consumption of fruit,4 serves,45-54,2.3
2022,9,Persons,Usual daily consumption of fruit,4 serves,55-64,2.5
2022,9,Persons,Usual daily consumption of fruit,4 serves,65 +,3.8
2022,9,Persons,Usual daily consumption of fruit,4 serves,25-44,2.2
2022,9,Persons,Usual daily consumption of fruit,4 serves,45-64,2.3
2022,9,Persons,Usual daily consumption of fruit,4 serves,65-74,3.7
2022,9,Persons,Usual daily consumption of fruit,4 serves,75 +,3.9
2022,9,Persons,Usual daily consumption of fruit,4 serves,18-44,2.3
2022,9,Persons,Usual daily consumption of fruit,4 serves,45 +,2.9
2022,9,Persons,Usual daily consumption of fruit,4 serves,Total 18 +,2.6
2022,9,Persons,Usual daily consumption of fruit,5 or more serves,18-24,0.8
2022,9,Persons,Usual daily consumption of fruit,5 or more serves,25-34,1.0
2022,9,Persons,Usual daily consumption of fruit,5 or more serves,35-44,1.6
2022,9,Persons,Usual daily consumption of fruit,5 or more serves,45-54,1.6
2022,9,Persons,Usual daily consumption of fruit,5 or more serves,55-64,1.7
2022,9,Persons,Usual daily consumption of fruit,5 or more serves,65 +,2.4
2022,9,Persons,Usual daily consumption of fruit,5 or more serves,25-44,1.2
2022,9,Persons,Usual daily consumption of fruit,5 or more serves,45-64,1.6
2022,9,Persons,Usual daily consumption of fruit,5 or more serves,65-74,2.0
2022,9,Persons,Usual daily consumption of fruit,5 or more serves,75 +,3.1
2022,9,Persons,Usual daily consumption of fruit,5 or more serves,18-44,1.2
2022,9,Persons,Usual daily consumption of fruit,5 or more serves,45 +,2.0
2022,9,Persons,Usual daily consumption of fruit,5 or more serves,Total 18 +,1.6
2022,9,Persons,Usual daily consumption of vegetables(e),Does not eat vegetables,18-24,3.5
2022,9,Persons,Usual daily consumption of vegetables(e),Does not eat vegetables,25-34,2.7
2022,9,Persons,Usual daily consumption of vegetables(e),Does not eat vegetables,35-44,1.1
2022,9,Persons,Usual daily consumption of vegetables(e),Does not eat vegetables,45-54,0.9
2022,9,Persons,Usual daily consumption of vegetables(e),Does not eat vegetables,55-64,2.3
2022,9,Persons,Usual daily consumption of vegetables(e),Does not eat vegetables,65 +,1.4
2022,9,Persons,Usual daily consumption of vegetables(e),Does not eat vegetables,25-44,1.9
2022,9,Persons,Usual daily consumption of vegetables(e),Does not eat vegetables,45-64,1.5
2022,9,Persons,Usual daily consumption of vegetables(e),Does not eat vegetables,65-74,1.6
2022,9,Persons,Usual daily consumption of vegetables(e),Does not eat vegetables,75 +,1.2
2022,9,Persons,Usual daily consumption of vegetables(e),Does not eat vegetables,18-44,2.2
2022,9,Persons,Usual daily consumption of vegetables(e),Does not eat vegetables,45 +,1.5
2022,9,Persons,Usual daily consumption of vegetables(e),Does not eat vegetables,Total 18 +,1.8
2022,9,Persons,Usual daily consumption of vegetables(e),Less than 1 serve,18-24,3.3
2022,9,Persons,Usual daily consumption of vegetables(e),Less than 1 serve,25-34,1.6
2022,9,Persons,Usual daily consumption of vegetables(e),Less than 1 serve,35-44,1.5
2022,9,Persons,Usual daily consumption of vegetables(e),Less than 1 serve,45-54,1.3
2022,9,Persons,Usual daily consumption of vegetables(e),Less than 1 serve,55-64,2.0
2022,9,Persons,Usual daily consumption of vegetables(e),Less than 1 serve,65 +,1.1
2022,9,Persons,Usual daily consumption of vegetables(e),Less than 1 serve,25-44,1.6
2022,9,Persons,Usual daily consumption of vegetables(e),Less than 1 serve,45-64,1.7
2022,9,Persons,Usual daily consumption of vegetables(e),Less than 1 serve,65-74,1.1
2022,9,Persons,Usual daily consumption of vegetables(e),Less than 1 serve,75 +,1.3
2022,9,Persons,Usual daily consumption of vegetables(e),Less than 1 serve,18-44,1.9
2022,9,Persons,Usual daily consumption of vegetables(e),Less than 1 serve,45 +,1.5
2022,9,Persons,Usual daily consumption of vegetables(e),Less than 1 serve,Total 18 +,1.7
2022,9,Persons,Usual daily consumption of vegetables(e),1 serve,18-24,32.7
2022,9,Persons,Usual daily consumption of vegetables(e),1 serve,25-34,28.5
2022,9,Persons,Usual daily consumption of vegetables(e),1 serve,35-44,29.8
2022,9,Persons,Usual daily consumption of vegetables(e),1 serve,45-54,29.9
2022,9,Persons,Usual daily consumption of vegetables(e),1 serve,55-64,27.4
2022,9,Persons,Usual daily consumption of vegetables(e),1 serve,65 +,23.0
2022,9,Persons,Usual daily consumption of vegetables(e),1 serve,25-44,29.1
2022,9,Persons,Usual daily consumption of vegetables(e),1 serve,45-64,28.8
2022,9,Persons,Usual daily consumption of vegetables(e),1 serve,65-74,24.1
2022,9,Persons,Usual daily consumption of vegetables(e),1 serve,75 +,21.4
2022,9,Persons,Usual daily consumption of vegetables(e),1 serve,18-44,30.0
2022,9,Persons,Usual daily consumption of vegetables(e),1 serve,45 +,26.5
2022,9,Persons,Usual daily consumption of vegetables(e),1 serve,Total 18 +,28.2
2022,9,Persons,Usual daily consumption of vegetables(e),2 serves,18-24,30.5
2022,9,Persons,Usual daily consumption of vegetables(e),2 serves,25-34,31.0
2022,9,Persons,Usual daily consumption of vegetables(e),2 serves,35-44,30.5
2022,9,Persons,Usual daily consumption of vegetables(e),2 serves,45-54,31.8
2022,9,Persons,Usual daily consumption of vegetables(e),2 serves,55-64,32.0
2022,9,Persons,Usual daily consumption of vegetables(e),2 serves,65 +,26.5
2022,9,Persons,Usual daily consumption of vegetables(e),2 serves,25-44,30.7
2022,9,Persons,Usual daily consumption of vegetables(e),2 serves,45-64,32.0
2022,9,Persons,Usual daily consumption of vegetables(e),2 serves,65-74,25.9
2022,9,Persons,Usual daily consumption of vegetables(e),2 serves,75 +,27.6
2022,9,Persons,Usual daily consumption of vegetables(e),2 serves,18-44,30.6
2022,9,Persons,Usual daily consumption of vegetables(e),2 serves,45 +,29.8
2022,9,Persons,Usual daily consumption of vegetables(e),2 serves,Total 18 +,30.1
2022,9,Persons,Usual daily consumption of vegetables(e),3 serves,18-24,14.4
2022,9,Persons,Usual daily consumption of vegetables(e),3 serves,25-34,19.0
2022,9,Persons,Usual daily consumption of vegetables(e),3 serves,35-44,19.7
2022,9,Persons,Usual daily consumption of vegetables(e),3 serves,45-54,18.8
2022,9,Persons,Usual daily consumption of vegetables(e),3 serves,55-64,18.9
2022,9,Persons,Usual daily consumption of vegetables(e),3 serves,65 +,23.7
2022,9,Persons,Usual daily consumption of vegetables(e),3 serves,25-44,19.4
2022,9,Persons,Usual daily consumption of vegetables(e),3 serves,45-64,19.0
2022,9,Persons,Usual daily consumption of vegetables(e),3 serves,65-74,24.2
2022,9,Persons,Usual daily consumption of vegetables(e),3 serves,75 +,23.4
2022,9,Persons,Usual daily consumption of vegetables(e),3 serves,18-44,18.3
2022,9,Persons,Usual daily consumption of vegetables(e),3 serves,45 +,20.9
2022,9,Persons,Usual daily consumption of vegetables(e),3 serves,Total 18 +,19.6
2022,9,Persons,Usual daily consumption of vegetables(e),4 serves,18-24,11.4
2022,9,Persons,Usual daily consumption of vegetables(e),4 serves,25-34,9.3
2022,9,Persons,Usual daily consumption of vegetables(e),4 serves,35-44,9.9
2022,9,Persons,Usual daily consumption of vegetables(e),4 serves,45-54,8.9
2022,9,Persons,Usual daily consumption of vegetables(e),4 serves,55-64,9.1
2022,9,Persons,Usual daily consumption of vegetables(e),4 serves,65 +,13.6
2022,9,Persons,Usual daily consumption of vegetables(e),4 serves,25-44,9.5
2022,9,Persons,Usual daily consumption of vegetables(e),4 serves,45-64,9.0
2022,9,Persons,Usual daily consumption of vegetables(e),4 serves,65-74,13.7
2022,9,Persons,Usual daily consumption of vegetables(e),4 serves,75 +,13.4
