data_year,sex,age_group,risk_factor,disease,attributable_deaths,deaths,pct_deaths_total,attributable_yll,yll,pct_yll_total,attributable_yld,yld,pct_yld_total,attributable_daly,daly,pct_daly_total,disease_group
2003,Persons,25–34,All dietary risks,Coronary heart disease,62.0,80.0,,3428.0,4458.0,,188.0,245.0,,3616.0,4703.0,,
2003,Persons,25–34,All dietary risks,Hypertensive heart disease,0.0,0.0,,0.0,2.0,,0.0,1.0,,0.0,3.0,,
2003,Persons,25–34,All dietary risks,Inflammatory heart disease,0.0,2.0,,1.0,85.0,,0.0,18.0,,1.0,103.0,,
2003,Persons,25–34,All dietary risks,Lung cancer,0.0,9.0,,23.0,502.0,,0.0,4.0,,23.0,506.0,,
2003,Persons,25–34,All dietary risks,Non-rheumatic valvular disease,0.0,8.0,,11.0,441.0,,5.0,221.0,,16.0,661.0,,
2003,Persons,25–34,All dietary risks,Oesophageal cancer,1.0,4.0,,59.0,223.0,,0.0,1.0,,59.0,224.0,,
2003,Persons,25–34,All dietary risks,Peripheral vascular disease,0.0,2.0,,7.0,112.0,,1.0,24.0,,8.0,136.0,,
2003,Persons,25–34,All dietary risks,Rheumatic heart disease (including acute rheumatic fever),0.0,2.0,,7.0,146.0,,2.0,60.0,,9.0,206.0,,
2003,Persons,25–34,All dietary risks,Stroke,17.0,32.0,,947.0,1833.0,,104.0,200.0,,1051.0,2033.0,,
2003,Persons,25–34,All dietary risks,Type 2 diabetes mellitus,3.0,9.0,,151.0,499.0,,334.0,1128.0,,485.0,1627.0,,
2003,Persons,35–44,All dietary risks,Aortic aneurysm,1.0,10.0,,38.0,466.0,,0.0,0.0,,38.0,466.0,,
2003,Persons,35–44,All dietary risks,Atrial fibrillation and flutter,0.0,0.0,,0.0,0.0,,58.0,669.0,,58.0,669.0,,
2003,Persons,35–44,All dietary risks,Bowel cancer,28.0,101.0,,1271.0,4641.0,,32.0,115.0,,1303.0,4757.0,,
2003,Persons,35–44,All dietary risks,Breast cancer,6.0,185.0,,281.0,8575.0,,18.0,542.0,,299.0,9117.0,,
2003,Persons,35–44,All dietary risks,Cardiomyopathy,4.0,44.0,,172.0,2055.0,,6.0,83.0,,178.0,2137.0,,
2003,Persons,35–44,All dietary risks,Chronic kidney disease,1.0,24.0,,68.0,1106.0,,32.0,535.0,,100.0,1641.0,,
2003,Persons,35–44,All dietary risks,Coronary heart disease,216.0,296.0,,9988.0,13644.0,,1133.0,1561.0,,11121.0,15205.0,,
2003,Persons,35–44,All dietary risks,Hypertensive heart disease,1.0,7.0,,38.0,324.0,,0.0,2.0,,38.0,326.0,,
2003,Persons,35–44,All dietary risks,Inflammatory heart disease,0.0,13.0,,9.0,580.0,,0.0,31.0,,9.0,611.0,,
2003,Persons,35–44,All dietary risks,Lung cancer,4.0,94.0,,189.0,4266.0,,1.0,25.0,,190.0,4290.0,,
2003,Persons,35–44,All dietary risks,Non-rheumatic valvular disease,1.0,18.0,,39.0,833.0,,14.0,322.0,,54.0,1155.0,,
2003,Persons,35–44,All dietary risks,Oesophageal cancer,7.0,27.0,,321.0,1248.0,,2.0,7.0,,322.0,1255.0,,
2003,Persons,35–44,All dietary risks,Peripheral vascular disease,0.0,3.0,,6.0,147.0,,2.0,50.0,,8.0,197.0,,
2003,Persons,35–44,All dietary risks,Rheumatic heart disease (including acute rheumatic fever),1.0,12.0,,32.0,579.0,,3.0,72.0,,35.0,650.0,,
2003,Persons,35–44,All dietary risks,Stroke,47.0,95.0,,2175.0,4391.0,,208.0,417.0,,2383.0,4808.0,,
2003,Persons,35–44,All dietary risks,Type 2 diabetes mellitus,9.0,30.0,,410.0,1380.0,,947.0,3204.0,,1357.0,4585.0,,
2003,Persons,45–54,All dietary risks,Aortic aneurysm,2.0,28.0,,85.0,1035.0,,0.0,0.0,,85.0,1036.0,,
2003,Persons,45–54,All dietary risks,Atrial fibrillation and flutter,0.0,1.0,,3.0,35.0,,129.0,1486.0,,133.0,1521.0,,
2003,Persons,45–54,All dietary risks,Bowel cancer,95.0,358.0,,3527.0,13238.0,,105.0,394.0,,3632.0,13632.0,,
2003,Persons,45–54,All dietary risks,Breast cancer,14.0,444.0,,536.0,16486.0,,44.0,1352.0,,580.0,17838.0,,
2003,Persons,45–54,All dietary risks,Cardiomyopathy,6.0,68.0,,213.0,2564.0,,13.0,161.0,,225.0,2725.0,,
2003,Persons,45–54,All dietary risks,Chronic kidney disease,4.0,55.0,,147.0,2017.0,,61.0,871.0,,209.0,2887.0,,
2003,Persons,45–54,All dietary risks,Coronary heart disease,628.0,935.0,,23231.0,34524.0,,3887.0,5807.0,,27118.0,40331.0,,
2003,Persons,45–54,All dietary risks,Hypertensive heart disease,2.0,23.0,,95.0,896.0,,0.0,4.0,,95.0,900.0,,
2003,Persons,45–54,All dietary risks,Inflammatory heart disease,0.0,11.0,,6.0,398.0,,1.0,60.0,,7.0,458.0,,
2003,Persons,45–54,All dietary risks,Lung cancer,19.0,480.0,,711.0,17591.0,,5.0,133.0,,716.0,17723.0,,
2003,Persons,45–54,All dietary risks,Non-rheumatic valvular disease,1.0,24.0,,53.0,883.0,,30.0,559.0,,84.0,1441.0,,
2003,Persons,45–54,All dietary risks,Oesophageal cancer,18.0,79.0,,663.0,2855.0,,6.0,25.0,,668.0,2880.0,,
2003,Persons,45–54,All dietary risks,Peripheral vascular disease,1.0,16.0,,28.0,614.0,,6.0,130.0,,34.0,743.0,,
2003,Persons,45–54,All dietary risks,Rheumatic heart disease (including acute rheumatic fever),1.0,17.0,,35.0,625.0,,6.0,118.0,,42.0,744.0,,
2003,Persons,45–54,All dietary risks,Stroke,97.0,238.0,,3612.0,8845.0,,326.0,808.0,,3938.0,9653.0,,
2003,Persons,45–54,All dietary risks,Type 2 diabetes mellitus,24.0,86.0,,869.0,3130.0,,1701.0,6080.0,,2569.0,9210.0,,
2003,Persons,55–64,All dietary risks,Aortic aneurysm,7.0,84.0,,190.0,2305.0,,0.0,3.0,,190.0,2308.0,,
2003,Persons,55–64,All dietary risks,Atrial fibrillation and flutter,1.0,16.0,,38.0,439.0,,270.0,3150.0,,308.0,3589.0,,
2003,Persons,55–64,All dietary risks,Bowel cancer,219.0,841.0,,6080.0,23304.0,,237.0,909.0,,6317.0,24213.0,,
2003,Persons,55–64,All dietary risks,Breast cancer,20.0,613.0,,563.0,17412.0,,57.0,1755.0,,620.0,19167.0,,
2003,Persons,55–64,All dietary risks,Cardiomyopathy,11.0,128.0,,297.0,3576.0,,23.0,282.0,,320.0,3858.0,,
2003,Persons,55–64,All dietary risks,Chronic kidney disease,8.0,92.0,,213.0,2560.0,,92.0,1165.0,,304.0,3725.0,,
2003,Persons,55–64,All dietary risks,Coronary heart disease,1100.0,1905.0,,30734.0,53055.0,,6944.0,12037.0,,37679.0,65093.0,,
2003,Persons,55–64,All dietary risks,Hypertensive heart disease,3.0,31.0,,74.0,838.0,,1.0,8.0,,75.0,846.0,,
2003,Persons,55–64,All dietary risks,Inflammatory heart disease,0.0,13.0,,6.0,366.0,,2.0,101.0,,7.0,467.0,,
2003,Persons,55–64,All dietary risks,Lung cancer,50.0,1316.0,,1381.0,36467.0,,15.0,395.0,,1396.0,36862.0,,
2003,Persons,55–64,All dietary risks,Non-rheumatic valvular disease,3.0,43.0,,73.0,1176.0,,56.0,960.0,,129.0,2136.0,,
2003,Persons,55–64,All dietary risks,Oesophageal cancer,45.0,207.0,,1288.0,5861.0,,16.0,71.0,,1304.0,5931.0,,
2003,Persons,55–64,All dietary risks,Peripheral vascular disease,1.0,18.0,,29.0,491.0,,17.0,274.0,,45.0,764.0,,
2003,Persons,55–64,All dietary risks,Rheumatic heart disease (including acute rheumatic fever),1.0,15.0,,25.0,414.0,,9.0,151.0,,34.0,565.0,,
2003,Persons,55–64,All dietary risks,Stroke,149.0,454.0,,4143.0,12612.0,,476.0,1444.0,,4619.0,14056.0,,
2003,Persons,55–64,All dietary risks,Type 2 diabetes mellitus,64.0,239.0,,1777.0,6600.0,,2315.0,8658.0,,4092.0,15258.0,,
2003,Persons,65–84,All dietary risks,Aortic aneurysm,49.0,855.0,,716.0,11668.0,,1.0,16.0,,717.0,11684.0,,
2003,Persons,65–84,All dietary risks,Atrial fibrillation and flutter,23.0,410.0,,293.0,5050.0,,833.0,13123.0,,1125.0,18173.0,,
2003,Persons,65–84,All dietary risks,Bowel cancer,734.0,3046.0,,11007.0,45296.0,,734.0,3037.0,,11742.0,48333.0,,
2003,Persons,65–84,All dietary risks,Breast cancer,32.0,1156.0,,502.0,17526.0,,74.0,2598.0,,576.0,20124.0,,
2003,Persons,65–84,All dietary risks,Cardiomyopathy,26.0,431.0,,408.0,6348.0,,72.0,1220.0,,480.0,7569.0,,
2003,Persons,65–84,All dietary risks,Chronic kidney disease,69.0,1035.0,,918.0,13460.0,,316.0,4555.0,,1234.0,18016.0,,
2003,Persons,65–84,All dietary risks,Coronary heart disease,6341.0,13622.0,,86220.0,182884.0,,19523.0,41328.0,,105742.0,224212.0,,
2003,Persons,65–84,All dietary risks,Hypertensive heart disease,16.0,246.0,,228.0,3251.0,,4.0,60.0,,232.0,3311.0,,
2003,Persons,65–84,All dietary risks,Inflammatory heart disease,1.0,73.0,,14.0,1086.0,,6.0,501.0,,20.0,1587.0,,
2003,Persons,65–84,All dietary risks,Lung cancer,171.0,4781.0,,2637.0,73160.0,,52.0,1456.0,,2689.0,74616.0,,
2003,Persons,65–84,All dietary risks,Non-rheumatic valvular disease,24.0,548.0,,318.0,7020.0,,223.0,4943.0,,540.0,11963.0,,
2003,Persons,65–84,All dietary risks,Oesophageal cancer,148.0,696.0,,2255.0,10542.0,,48.0,227.0,,2304.0,10768.0,,
2003,Persons,65–84,All dietary risks,Peripheral vascular disease,18.0,382.0,,245.0,4885.0,,62.0,1179.0,,307.0,6065.0,,
2003,Persons,65–84,All dietary risks,Rheumatic heart disease (including acute rheumatic fever),8.0,169.0,,108.0,2339.0,,11.0,238.0,,119.0,2577.0,,
2003,Persons,65–84,All dietary risks,Stroke,1213.0,5846.0,,16010.0,74530.0,,1805.0,8325.0,,17815.0,82855.0,,
2003,Persons,65–84,All dietary risks,Type 2 diabetes mellitus,387.0,1605.0,,5545.0,22815.0,,4086.0,16705.0,,9631.0,39520.0,,
2003,Persons,85+,All dietary risks,Aortic aneurysm,16.0,362.0,,91.0,2069.0,,0.0,1.0,,91.0,2070.0,,
2003,Persons,85+,All dietary risks,Atrial fibrillation and flutter,24.0,517.0,,124.0,2723.0,,125.0,2709.0,,249.0,5432.0,,
2003,Persons,85+,All dietary risks,Bowel cancer,216.0,914.0,,1234.0,5221.0,,195.0,824.0,,1428.0,6045.0,,
2003,Persons,85+,All dietary risks,Breast cancer,11.0,394.0,,59.0,2195.0,,16.0,601.0,,75.0,2796.0,,
2003,Persons,85+,All dietary risks,Cardiomyopathy,6.0,142.0,,35.0,777.0,,39.0,853.0,,74.0,1629.0,,
2003,Persons,85+,All dietary risks,Chronic kidney disease,52.0,869.0,,282.0,4651.0,,83.0,1406.0,,365.0,6057.0,,
2003,Persons,85+,All dietary risks,Coronary heart disease,5113.0,11337.0,,27137.0,60149.0,,6634.0,14699.0,,33771.0,74848.0,,
2003,Persons,85+,All dietary risks,Hypertensive heart disease,22.0,388.0,,110.0,1936.0,,4.0,66.0,,113.0,2001.0,,
2003,Persons,85+,All dietary risks,Inflammatory heart disease,0.0,17.0,,1.0,100.0,,4.0,399.0,,5.0,499.0,,
2003,Persons,85+,All dietary risks,Lung cancer,24.0,671.0,,144.0,4093.0,,12.0,329.0,,156.0,4422.0,,
2003,Persons,85+,All dietary risks,Non-rheumatic valvular disease,22.0,585.0,,121.0,3194.0,,115.0,3046.0,,236.0,6240.0,,
2003,Persons,85+,All dietary risks,Oesophageal cancer,32.0,151.0,,181.0,858.0,,15.0,71.0,,196.0,929.0,,
2003,Persons,85+,All dietary risks,Peripheral vascular disease,16.0,423.0,,83.0,2196.0,,10.0,257.0,,93.0,2453.0,,
2003,Persons,85+,All dietary risks,Rheumatic heart disease (including acute rheumatic fever),4.0,93.0,,21.0,523.0,,5.0,116.0,,25.0,638.0,,
2003,Persons,85+,All dietary risks,Stroke,1167.0,6108.0,,6192.0,32383.0,,532.0,2776.0,,6725.0,35160.0,,
2003,Persons,85+,All dietary risks,Type 2 diabetes mellitus,205.0,867.0,,1145.0,4838.0,,392.0,1655.0,,1537.0,6493.0,,
2003,Persons,15–24,Amphetamine use,Drug use disorders (excluding alcohol),3.0,15.0,,164.0,987.0,,1608.0,9648.0,,1772.0,10635.0,,
2003,Persons,15–24,Amphetamine use,Poisoning,4.0,90.0,,278.0,5924.0,,4.0,94.0,,282.0,6018.0,,
2003,Persons,15–24,Amphetamine use,Road traffic injuries - motor vehicle occupants,20.0,362.0,,1301.0,24147.0,,81.0,1338.0,,1382.0,25486.0,,
2003,Persons,15–24,Amphetamine use,Road traffic injuries - motorcyclists,2.0,39.0,,148.0,2548.0,,28.0,385.0,,176.0,2934.0,,
2003,Persons,15–24,Amphetamine use,Suicide and self-inflicted injuries,13.0,309.0,,870.0,20387.0,,7.0,220.0,,877.0,20606.0,,
2003,Persons,25–34,Amphetamine use,Drug use disorders (excluding alcohol),8.0,39.0,,469.0,2216.0,,2154.0,10030.0,,2623.0,12246.0,,
2003,Persons,25–34,Amphetamine use,Poisoning,10.0,210.0,,561.0,11963.0,,5.0,116.0,,566.0,12079.0,,
2003,Persons,25–34,Amphetamine use,Road traffic injuries - motor vehicle occupants,10.0,185.0,,590.0,10511.0,,55.0,875.0,,645.0,11386.0,,
2003,Persons,25–34,Amphetamine use,Road traffic injuries - motorcyclists,4.0,61.0,,209.0,3460.0,,32.0,433.0,,241.0,3894.0,,
2003,Persons,25–34,Amphetamine use,Suicide and self-inflicted injuries,28.0,524.0,,1558.0,29612.0,,13.0,312.0,,1572.0,29924.0,,
2003,Persons,35–44,Amphetamine use,Drug use disorders (excluding alcohol),5.0,33.0,,215.0,1551.0,,776.0,5313.0,,991.0,6864.0,,
2003,Persons,35–44,Amphetamine use,Poisoning,11.0,229.0,,506.0,10796.0,,5.0,99.0,,511.0,10895.0,,
2003,Persons,35–44,Amphetamine use,Road traffic injuries - motor vehicle occupants,8.0,155.0,,359.0,7342.0,,41.0,714.0,,399.0,8056.0,,
2003,Persons,35–44,Amphetamine use,Road traffic injuries - motorcyclists,2.0,44.0,,112.0,2077.0,,23.0,350.0,,135.0,2428.0,,
2003,Persons,35–44,Amphetamine use,Suicide and self-inflicted injuries,10.0,510.0,,457.0,24055.0,,4.0,275.0,,462.0,24330.0,,
2003,Persons,45–54,Amphetamine use,Drug use disorders (excluding alcohol),0.0,7.0,,13.0,283.0,,111.0,2330.0,,124.0,2612.0,,
2003,Persons,45–54,Amphetamine use,Poisoning,6.0,131.0,,234.0,4998.0,,3.0,72.0,,238.0,5070.0,,
2003,Persons,45–54,Amphetamine use,Road traffic injuries - motor vehicle occupants,6.0,128.0,,232.0,4814.0,,28.0,500.0,,260.0,5314.0,,
2003,Persons,45–54,Amphetamine use,Road traffic injuries - motorcyclists,1.0,20.0,,41.0,779.0,,9.0,146.0,,50.0,925.0,,
2003,Persons,45–54,Amphetamine use,Suicide and self-inflicted injuries,1.0,396.0,,46.0,15110.0,,0.0,148.0,,46.0,15259.0,,
2003,Persons,55–64,Amphetamine use,Drug use disorders (excluding alcohol),0.0,4.0,,4.0,128.0,,31.0,1084.0,,36.0,1212.0,,
2003,Persons,55–64,Amphetamine use,Poisoning,3.0,58.0,,78.0,1667.0,,2.0,37.0,,80.0,1704.0,,
2003,Persons,55–64,Amphetamine use,Road traffic injuries - motor vehicle occupants,0.0,94.0,,11.0,2666.0,,2.0,369.0,,13.0,3036.0,,
2003,Persons,55–64,Amphetamine use,Road traffic injuries - motorcyclists,0.0,13.0,,2.0,379.0,,1.0,105.0,,2.0,483.0,,
2003,Persons,55–64,Amphetamine use,Suicide and self-inflicted injuries,0.0,236.0,,8.0,6775.0,,0.0,79.0,,8.0,6854.0,,
2003,Persons,65–84,Amphetamine use,Drug use disorders (excluding alcohol),0.0,3.0,,0.0,36.0,,6.0,487.0,,7.0,523.0,,
2003,Persons,65–84,Amphetamine use,Poisoning,3.0,57.0,,43.0,915.0,,2.0,36.0,,45.0,951.0,,
2003,Persons,65–84,Amphetamine use,Road traffic injuries - motor vehicle occupants,1.0,165.0,,11.0,2530.0,,2.0,468.0,,13.0,2998.0,,
2003,Persons,65–84,Amphetamine use,Road traffic injuries - motorcyclists,0.0,4.0,,0.0,84.0,,0.0,27.0,,0.0,111.0,,
2003,Persons,65–84,Amphetamine use,Suicide and self-inflicted injuries,0.0,270.0,,1.0,4495.0,,0.0,30.0,,1.0,4525.0,,
2003,Persons,85+,Amphetamine use,Drug use disorders (excluding alcohol),0.0,0.0,,0.0,0.0,,0.0,26.0,,0.0,27.0,,
2003,Persons,85+,Amphetamine use,Poisoning,1.0,15.0,,4.0,76.0,,0.0,7.0,,4.0,84.0,,
2003,Persons,85+,Amphetamine use,Road traffic injuries - motor vehicle occupants,0.0,27.0,,1.0,167.0,,0.0,57.0,,1.0,225.0,,
2003,Persons,85+,Amphetamine use,Road traffic injuries - motorcyclists,0.0,0.0,,0.0,0.0,,0.0,2.0,,0.0,2.0,,
2003,Persons,85+,Amphetamine use,Suicide and self-inflicted injuries,0.0,35.0,,0.0,206.0,,0.0,3.0,,0.0,210.0,,
2003,Persons,15–24,Bullying victimisation,Anxiety disorders,0.0,0.0,,0.0,0.0,,1439.0,18375.0,,1439.0,18375.0,,
2003,Persons,15–24,Bullying victimisation,Depressive disorders,0.0,0.0,,0.0,0.0,,1829.0,16899.0,,1829.0,16899.0,,
2003,Persons,Under 15,Bullying victimisation,Anxiety disorders,0.0,0.0,,0.0,0.0,,476.0,13112.0,,476.0,13112.0,,
2003,Persons,Under 15,Bullying victimisation,Depressive disorders,0.0,0.0,,0.0,0.0,,676.0,8635.0,,676.0,8635.0,,
2003,Persons,15–24,Cannabis use,Anxiety disorders,0.0,0.0,,0.0,0.0,,383.0,18375.0,,383.0,18375.0,,
2003,Persons,15–24,Cannabis use,Depressive disorders,0.0,0.0,,0.0,0.0,,341.0,16899.0,,341.0,16899.0,,
2003,Persons,15–24,Cannabis use,Drug use disorders (excluding alcohol),4.0,15.0,,287.0,987.0,,2792.0,9648.0,,3079.0,10635.0,,
2003,Persons,15–24,Cannabis use,Poisoning,1.0,90.0,,62.0,5924.0,,1.0,94.0,,63.0,6018.0,,
2003,Persons,15–24,Cannabis use,Road traffic injuries - motor vehicle occupants,3.0,362.0,,228.0,24147.0,,12.0,1338.0,,240.0,25486.0,,
2003,Persons,15–24,Cannabis use,Road traffic injuries - motorcyclists,0.0,39.0,,25.0,2548.0,,4.0,385.0,,29.0,2934.0,,
2003,Persons,15–24,Cannabis use,Schizophrenia,0.0,0.0,,0.0,0.0,,371.0,3661.0,,371.0,3661.0,,
2003,Persons,25–34,Cannabis use,Anxiety disorders,0.0,0.0,,0.0,0.0,,228.0,23545.0,,228.0,23545.0,,
2003,Persons,25–34,Cannabis use,Depressive disorders,0.0,0.0,,0.0,0.0,,211.0,22793.0,,211.0,22793.0,,
2003,Persons,25–34,Cannabis use,Drug use disorders (excluding alcohol),5.0,39.0,,313.0,2216.0,,1327.0,10030.0,,1640.0,12246.0,,
2003,Persons,25–34,Cannabis use,Poisoning,2.0,210.0,,125.0,11963.0,,1.0,116.0,,126.0,12079.0,,
2003,Persons,25–34,Cannabis use,Road traffic injuries - motor vehicle occupants,2.0,185.0,,102.0,10511.0,,8.0,875.0,,110.0,11386.0,,
2003,Persons,25–34,Cannabis use,Road traffic injuries - motorcyclists,1.0,61.0,,35.0,3460.0,,4.0,433.0,,39.0,3894.0,,
2003,Persons,25–34,Cannabis use,Schizophrenia,0.0,1.0,,4.0,59.0,,385.0,7636.0,,389.0,7696.0,,
2003,Persons,35–44,Cannabis use,Anxiety disorders,0.0,0.0,,0.0,0.0,,126.0,27575.0,,126.0,27575.0,,
2003,Persons,35–44,Cannabis use,Depressive disorders,0.0,0.0,,0.0,0.0,,113.0,25745.0,,113.0,25745.0,,
2003,Persons,35–44,Cannabis use,Drug use disorders (excluding alcohol),4.0,33.0,,181.0,1551.0,,625.0,5313.0,,806.0,6864.0,,
2003,Persons,35–44,Cannabis use,Poisoning,2.0,229.0,,112.0,10796.0,,1.0,99.0,,113.0,10895.0,,
2003,Persons,35–44,Cannabis use,Road traffic injuries - motor vehicle occupants,1.0,155.0,,59.0,7342.0,,5.0,714.0,,64.0,8056.0,,
2003,Persons,35–44,Cannabis use,Road traffic injuries - motorcyclists,0.0,44.0,,18.0,2077.0,,3.0,350.0,,21.0,2428.0,,
2003,Persons,35–44,Cannabis use,Schizophrenia,0.0,1.0,,1.0,47.0,,165.0,6996.0,,165.0,7043.0,,
2003,Persons,45–54,Cannabis use,Anxiety disorders,0.0,0.0,,0.0,0.0,,64.0,24821.0,,64.0,24821.0,,
2003,Persons,45–54,Cannabis use,Depressive disorders,0.0,1.0,,0.0,42.0,,51.0,21175.0,,51.0,21217.0,,
2003,Persons,45–54,Cannabis use,Drug use disorders (excluding alcohol),1.0,7.0,,48.0,283.0,,315.0,2330.0,,363.0,2612.0,,
2003,Persons,45–54,Cannabis use,Poisoning,1.0,131.0,,52.0,4998.0,,1.0,72.0,,53.0,5070.0,,
2003,Persons,45–54,Cannabis use,Road traffic injuries - motor vehicle occupants,1.0,128.0,,38.0,4814.0,,4.0,500.0,,42.0,5314.0,,
2003,Persons,45–54,Cannabis use,Road traffic injuries - motorcyclists,0.0,20.0,,7.0,779.0,,1.0,146.0,,8.0,925.0,,
2003,Persons,45–54,Cannabis use,Schizophrenia,0.0,1.0,,1.0,39.0,,63.0,5003.0,,64.0,5042.0,,
2003,Persons,55–64,Cannabis use,Anxiety disorders,0.0,1.0,,0.0,26.0,,14.0,12774.0,,14.0,12800.0,,
2003,Persons,55–64,Cannabis use,Depressive disorders,0.0,2.0,,0.0,55.0,,10.0,10223.0,,10.0,10278.0,,
2003,Persons,55–64,Cannabis use,Drug use disorders (excluding alcohol),0.0,4.0,,12.0,128.0,,98.0,1084.0,,110.0,1212.0,,
2003,Persons,55–64,Cannabis use,Poisoning,1.0,58.0,,17.0,1667.0,,0.0,37.0,,18.0,1704.0,,
2003,Persons,55–64,Cannabis use,Road traffic injuries - motor vehicle occupants,0.0,94.0,,8.0,2666.0,,1.0,369.0,,9.0,3036.0,,
2003,Persons,55–64,Cannabis use,Road traffic injuries - motorcyclists,0.0,13.0,,1.0,379.0,,0.0,105.0,,2.0,483.0,,
2003,Persons,55–64,Cannabis use,Schizophrenia,0.0,0.0,,0.0,0.0,,11.0,2310.0,,11.0,2310.0,,
2003,Persons,65–84,Cannabis use,Anxiety disorders,0.0,2.0,,0.0,23.0,,2.0,5584.0,,2.0,5607.0,,
2003,Persons,65–84,Cannabis use,Depressive disorders,0.0,20.0,,0.0,232.0,,2.0,7869.0,,2.0,8101.0,,
2003,Persons,65–84,Cannabis use,Drug use disorders (excluding alcohol),0.0,3.0,,2.0,36.0,,33.0,487.0,,35.0,523.0,,
2003,Persons,65–84,Cannabis use,Poisoning,1.0,57.0,,10.0,915.0,,0.0,36.0,,10.0,951.0,,
2003,Persons,65–84,Cannabis use,Road traffic injuries - motor vehicle occupants,0.0,165.0,,8.0,2530.0,,1.0,468.0,,9.0,2998.0,,
2003,Persons,65–84,Cannabis use,Road traffic injuries - motorcyclists,0.0,4.0,,0.0,84.0,,0.0,27.0,,0.0,111.0,,
2003,Persons,65–84,Cannabis use,Schizophrenia,0.0,19.0,,0.0,238.0,,3.0,2146.0,,4.0,2383.0,,
2003,Persons,85+,Cannabis use,Anxiety disorders,0.0,3.0,,0.0,20.0,,0.0,332.0,,0.0,352.0,,
2003,Persons,85+,Cannabis use,Depressive disorders,0.0,27.0,,0.0,150.0,,0.0,713.0,,0.0,862.0,,
2003,Persons,85+,Cannabis use,Drug use disorders (excluding alcohol),0.0,0.0,,0.0,0.0,,1.0,26.0,,1.0,27.0,,
2003,Persons,85+,Cannabis use,Poisoning,0.0,15.0,,1.0,76.0,,0.0,7.0,,1.0,84.0,,
2003,Persons,85+,Cannabis use,Road traffic injuries - motor vehicle occupants,0.0,27.0,,0.0,167.0,,0.0,57.0,,1.0,225.0,,
2003,Persons,85+,Cannabis use,Road traffic injuries - motorcyclists,0.0,0.0,,0.0,0.0,,0.0,2.0,,0.0,2.0,,
2003,Persons,85+,Cannabis use,Schizophrenia,0.0,12.0,,0.0,64.0,,0.0,206.0,,0.0,270.0,,
2003,Persons,15–24,Child abuse & neglect,Anxiety disorders,0.0,0.0,,0.0,0.0,,5448.0,18375.0,,5448.0,18375.0,,
2003,Persons,15–24,Child abuse & neglect,Depressive disorders,0.0,0.0,,0.0,0.0,,3751.0,16899.0,,3751.0,16899.0,,
2003,Persons,15–24,Child abuse & neglect,Suicide and self-inflicted injuries,81.0,309.0,,5336.0,20387.0,,66.0,220.0,,5402.0,20606.0,,
2003,Persons,25–34,Child abuse & neglect,Anxiety disorders,0.0,0.0,,0.0,0.0,,7100.0,23545.0,,7100.0,23545.0,,
2003,Persons,25–34,Child abuse & neglect,Depressive disorders,0.0,0.0,,0.0,0.0,,5178.0,22793.0,,5178.0,22793.0,,
2003,Persons,25–34,Child abuse & neglect,Suicide and self-inflicted injuries,142.0,524.0,,8013.0,29612.0,,93.0,312.0,,8106.0,29924.0,,
2003,Persons,35–44,Child abuse & neglect,Anxiety disorders,0.0,0.0,,0.0,0.0,,8005.0,27575.0,,8005.0,27575.0,,
2003,Persons,35–44,Child abuse & neglect,Depressive disorders,0.0,0.0,,0.0,0.0,,5619.0,25745.0,,5619.0,25745.0,,
2003,Persons,35–44,Child abuse & neglect,Suicide and self-inflicted injuries,135.0,510.0,,6393.0,24055.0,,81.0,275.0,,6474.0,24330.0,,
2003,Persons,45–54,Child abuse & neglect,Anxiety disorders,0.0,0.0,,0.0,0.0,,6954.0,24821.0,,6954.0,24821.0,,
2003,Persons,45–54,Child abuse & neglect,Depressive disorders,0.0,1.0,,7.0,42.0,,4533.0,21175.0,,4540.0,21217.0,,
2003,Persons,45–54,Child abuse & neglect,Suicide and self-inflicted injuries,102.0,396.0,,3910.0,15110.0,,44.0,148.0,,3954.0,15259.0,,
2003,Persons,55–64,Child abuse & neglect,Anxiety disorders,0.0,1.0,,8.0,26.0,,3425.0,12774.0,,3433.0,12800.0,,
2003,Persons,55–64,Child abuse & neglect,Depressive disorders,0.0,2.0,,11.0,55.0,,2166.0,10223.0,,2176.0,10278.0,,
2003,Persons,55–64,Child abuse & neglect,Suicide and self-inflicted injuries,58.0,236.0,,1673.0,6775.0,,22.0,79.0,,1695.0,6854.0,,
2003,Persons,65–84,Child abuse & neglect,Anxiety disorders,0.0,2.0,,2.0,23.0,,997.0,5584.0,,999.0,5607.0,,
2003,Persons,65–84,Child abuse & neglect,Depressive disorders,2.0,20.0,,21.0,232.0,,1017.0,7869.0,,1038.0,8101.0,,
2003,Persons,65–84,Child abuse & neglect,Suicide and self-inflicted injuries,41.0,270.0,,729.0,4495.0,,5.0,30.0,,733.0,4525.0,,
2003,Persons,85+,Child abuse & neglect,Anxiety disorders,0.0,3.0,,2.0,20.0,,29.0,332.0,,30.0,352.0,,
2003,Persons,85+,Child abuse & neglect,Depressive disorders,2.0,27.0,,9.0,150.0,,44.0,713.0,,53.0,862.0,,
2003,Persons,85+,Child abuse & neglect,Suicide and self-inflicted injuries,3.0,35.0,,15.0,206.0,,0.0,3.0,,16.0,210.0,,
2003,Persons,Under 15,Child abuse & neglect,Anxiety disorders,0.0,0.0,,0.0,0.0,,1674.0,13112.0,,1674.0,13112.0,,
