data_year,sex,age_group,risk_factor,cause_name,attributable_deaths,deaths,pct_deaths_total,attributable_yll,yll,pct_yll_total,attributable_yld,yld,pct_yld_total,attributable_daly,daly,pct_daly_total,disease_group
2003,Persons,nan,Diet low in vegetables,Coronary heart disease,1407.0,28185.0,,18741.0,349359.0,,3911.0,75740.0,,22653.0,425099.0,,
2003,Persons,nan,Diet low in vegetables,Oesophageal cancer,81.0,1164.0,,1472.0,21650.0,,28.0,401.0,,1500.0,22051.0,,
2003,Persons,nan,Diet low in vegetables,Stroke,708.0,12798.0,,8147.0,136456.0,,848.0,14160.0,,8995.0,150616.0,,
2003,Persons,nan,Diet low in whole grains & high fibre cereals,Bowel cancer,804.0,5285.0,,14461.0,93079.0,,811.0,5324.0,,15271.0,98403.0,,
2003,Persons,nan,Diet low in whole grains & high fibre cereals,Coronary heart disease,1724.0,28185.0,,24771.0,349359.0,,5089.0,75740.0,,29860.0,425099.0,,
2003,Persons,nan,Diet low in whole grains & high fibre cereals,Stroke,269.0,12798.0,,3772.0,136456.0,,390.0,14160.0,,4162.0,150616.0,,
2003,Persons,nan,Diet low in whole grains & high fibre cereals,Type 2 diabetes mellitus,114.0,2840.0,,1616.0,39506.0,,1588.0,37950.0,,3203.0,77457.0,,
2003,Persons,nan,High blood pressure,Aortic aneurysm,448.0,1350.0,,6173.0,18206.0,,7.0,21.0,,6180.0,18227.0,,
2003,Persons,nan,High blood pressure,Atrial fibrillation and flutter,321.0,943.0,,2964.0,8248.0,,8172.0,21506.0,,11136.0,29753.0,,
2003,Persons,nan,High blood pressure,Cardiomyopathy,290.0,861.0,,5914.0,18581.0,,884.0,2654.0,,6799.0,21236.0,,
2003,Persons,nan,High blood pressure,Chronic kidney disease,989.0,2085.0,,10620.0,24478.0,,3710.0,8927.0,,14331.0,33404.0,,
2003,Persons,nan,High blood pressure,Coronary heart disease,13695.0,28185.0,,168517.0,349359.0,,36751.0,75740.0,,205269.0,425099.0,,
2003,Persons,nan,High blood pressure,Dementia,222.0,4863.0,,1733.0,39523.0,,2306.0,53800.0,,4038.0,93323.0,,
2003,Persons,nan,High blood pressure,Hypertensive heart disease,486.0,695.0,,4972.0,7248.0,,97.0,140.0,,5069.0,7388.0,,
2003,Persons,nan,High blood pressure,Inflammatory heart disease,9.0,137.0,,178.0,3281.0,,76.0,1132.0,,254.0,4413.0,,
2003,Persons,nan,High blood pressure,Non-rheumatic valvular disease,324.0,1230.0,,3545.0,13889.0,,2645.0,10265.0,,6190.0,24154.0,,
2003,Persons,nan,High blood pressure,Peripheral vascular disease,222.0,847.0,,2260.0,8667.0,,518.0,1927.0,,2778.0,10594.0,,
2003,Persons,nan,High blood pressure,Rheumatic heart disease (including acute rheumatic fever),82.0,312.0,,1194.0,4921.0,,189.0,810.0,,1384.0,5731.0,,
2003,Persons,nan,High blood pressure,Stroke,5736.0,12798.0,,61943.0,136456.0,,6486.0,14160.0,,68429.0,150616.0,,
2003,Persons,nan,High cholesterol,Coronary heart disease,10557.0,28185.0,,146400.0,349359.0,,30558.0,75740.0,,176958.0,425099.0,,
2003,Persons,nan,High cholesterol,Stroke,1995.0,12798.0,,24083.0,136456.0,,2450.0,14160.0,,26533.0,150616.0,,
2003,Persons,nan,Illicit drug use,Anxiety disorders,0.0,6.0,,0.0,69.0,,816.0,126117.0,,816.0,126186.0,,
2003,Persons,nan,Illicit drug use,Chronic liver disease,304.0,1569.0,,7722.0,39946.0,,289.0,1519.0,,8011.0,41465.0,,
2003,Persons,nan,Illicit drug use,Depressive disorders,0.0,51.0,,0.0,478.0,,728.0,114053.0,,728.0,114531.0,,
2003,Persons,nan,Illicit drug use,Drug use disorders (excluding alcohol),101.0,101.0,,5201.0,5201.0,,28918.0,28918.0,,34119.0,34119.0,,
2003,Persons,nan,Illicit drug use,HIV/AIDS,11.0,111.0,,461.0,4511.0,,62.0,613.0,,524.0,5125.0,,
2003,Persons,nan,Illicit drug use,Hepatitis B (acute),9.0,14.0,,237.0,379.0,,3.0,5.0,,241.0,384.0,,
2003,Persons,nan,Illicit drug use,Hepatitis C (acute),45.0,52.0,,1346.0,1565.0,,7.0,9.0,,1353.0,1573.0,,
2003,Persons,nan,Illicit drug use,Liver cancer,127.0,943.0,,2545.0,18982.0,,31.0,229.0,,2575.0,19211.0,,
2003,Persons,nan,Illicit drug use,Poisoning,445.0,795.0,,20442.0,36722.0,,259.0,578.0,,20701.0,37300.0,,
2003,Persons,nan,Illicit drug use,Road traffic injuries - motor vehicle occupants,77.0,1185.0,,4267.0,57689.0,,250.0,4501.0,,4517.0,62189.0,,
2003,Persons,nan,Illicit drug use,Road traffic injuries - motorcyclists,16.0,186.0,,871.0,9710.0,,110.0,1523.0,,982.0,11233.0,,
2003,Persons,nan,Illicit drug use,Schizophrenia,0.0,34.0,,6.0,447.0,,999.0,28737.0,,1005.0,29184.0,,
2003,Persons,nan,Illicit drug use,Suicide and self-inflicted injuries,245.0,2295.0,,13056.0,101723.0,,113.0,1091.0,,13169.0,102814.0,,
2003,Persons,nan,Impaired kidney function,Chronic kidney disease,2085.0,2085.0,,24478.0,24478.0,,8927.0,8927.0,,33404.0,33404.0,,
2003,Persons,nan,Impaired kidney function,Coronary heart disease,2271.0,28185.0,,21825.0,349359.0,,4931.0,75740.0,,26755.0,425099.0,,
2003,Persons,nan,Impaired kidney function,Dementia,495.0,4863.0,,3295.0,39523.0,,4588.0,53800.0,,7883.0,93323.0,,
2003,Persons,nan,Impaired kidney function,Gout,8.0,27.0,,71.0,290.0,,692.0,6729.0,,763.0,7019.0,,
2003,Persons,nan,Impaired kidney function,Peripheral vascular disease,60.0,847.0,,745.0,8667.0,,187.0,1927.0,,932.0,10594.0,,
2003,Persons,nan,Impaired kidney function,Stroke,874.0,12798.0,,8578.0,136456.0,,902.0,14160.0,,9480.0,150616.0,,
2003,Persons,nan,Intimate partner violence,Alcohol use disorders,2.0,255.0,,65.0,7291.0,,499.0,53097.0,,564.0,60388.0,,
2003,Persons,nan,Intimate partner violence,Anxiety disorders,0.0,6.0,,5.0,69.0,,8675.0,126117.0,,8680.0,126186.0,,
2003,Persons,nan,Intimate partner violence,Depressive disorders,2.0,51.0,,24.0,478.0,,9960.0,114053.0,,9984.0,114531.0,,
2003,Persons,nan,Intimate partner violence,Early pregnancy loss,0.0,0.0,,0.0,0.0,,46.0,259.0,,46.0,259.0,,
2003,Persons,nan,Intimate partner violence,Homicide and violence,50.0,307.0,,2695.0,15824.0,,386.0,4557.0,,3081.0,20381.0,,
2003,Persons,nan,Intimate partner violence,Suicide and self-inflicted injuries,104.0,2295.0,,4471.0,101723.0,,111.0,1091.0,,4583.0,102814.0,,
2003,Persons,nan,Iron deficiency,Iron-deficiency anaemia,28.0,28.0,,211.0,211.0,,10589.0,10589.0,,10799.0,10799.0,,
2003,Persons,nan,Low bone mineral density,Falls,619.0,1611.0,,5303.0,21060.0,,6752.0,23151.0,,12056.0,44211.0,,
2003,Persons,nan,Occupational exposures & hazards,Acute lymphoblastic leukaemia (ALL),4.0,140.0,,103.0,5393.0,,7.0,308.0,,110.0,5700.0,,
2003,Persons,nan,Occupational exposures & hazards,Acute myeloid leukaemia (AML),24.0,676.0,,462.0,14372.0,,14.0,428.0,,476.0,14800.0,,
2003,Persons,nan,Occupational exposures & hazards,Asbestosis,74.0,74.0,,1061.0,1061.0,,80.0,80.0,,1141.0,1141.0,,
2003,Persons,nan,Occupational exposures & hazards,Asthma,13.0,305.0,,552.0,6782.0,,7561.0,89462.0,,8114.0,96243.0,,
2003,Persons,nan,Occupational exposures & hazards,Back pain and problems,0.0,58.0,,0.0,883.0,,28843.0,157223.0,,28843.0,158106.0,,
2003,Persons,nan,Occupational exposures & hazards,COPD,55.0,5565.0,,1508.0,73369.0,,997.0,59182.0,,2504.0,132551.0,,
2003,Persons,nan,Occupational exposures & hazards,Chronic lymphocytic leukaemia (CLL),10.0,296.0,,157.0,4361.0,,13.0,349.0,,170.0,4710.0,,
2003,Persons,nan,Occupational exposures & hazards,Chronic myeloid leukaemia (CML),4.0,130.0,,82.0,2537.0,,3.0,95.0,,86.0,2632.0,,
2003,Persons,nan,Occupational exposures & hazards,Drowning,4.0,247.0,,210.0,11632.0,,8.0,101.0,,217.0,11733.0,,
2003,Persons,nan,Occupational exposures & hazards,Falls,27.0,1611.0,,1180.0,21060.0,,55.0,23151.0,,1235.0,44211.0,,
2003,Persons,nan,Occupational exposures & hazards,"Fire, burns and scalds",4.0,111.0,,160.0,3764.0,,5.0,1702.0,,165.0,5466.0,,
2003,Persons,nan,Occupational exposures & hazards,Hearing loss,0.0,0.0,,0.0,0.0,,2713.0,47543.0,,2713.0,47543.0,,
2003,Persons,nan,Occupational exposures & hazards,Homicide and violence,12.0,307.0,,531.0,15824.0,,24.0,4557.0,,555.0,20381.0,,
2003,Persons,nan,Occupational exposures & hazards,Kidney cancer,0.0,815.0,,2.0,15765.0,,0.0,711.0,,3.0,16476.0,,
2003,Persons,nan,Occupational exposures & hazards,Laryngeal cancer,7.0,228.0,,135.0,4556.0,,9.0,293.0,,144.0,4849.0,,
2003,Persons,nan,Occupational exposures & hazards,Lung cancer,689.0,7356.0,,12175.0,136369.0,,219.0,2344.0,,12394.0,138712.0,,
2003,Persons,nan,Occupational exposures & hazards,Mesothelioma,344.0,522.0,,6040.0,9242.0,,151.0,229.0,,6190.0,9470.0,,
2003,Persons,nan,Occupational exposures & hazards,Nasopharyngeal cancer,0.0,52.0,,3.0,1376.0,,0.0,55.0,,3.0,1431.0,,
2003,Persons,nan,Occupational exposures & hazards,Other land transport injuries,11.0,122.0,,453.0,6013.0,,18.0,4323.0,,472.0,10336.0,,
2003,Persons,nan,Occupational exposures & hazards,Other leukaemias,7.0,201.0,,105.0,3244.0,,6.0,191.0,,111.0,3436.0,,
2003,Persons,nan,Occupational exposures & hazards,Other pneumoconiosis,2.0,2.0,,20.0,20.0,,42.0,42.0,,62.0,62.0,,
2003,Persons,nan,Occupational exposures & hazards,Other unintentional injuries,122.0,610.0,,5212.0,22870.0,,263.0,9179.0,,5475.0,32049.0,,
2003,Persons,nan,Occupational exposures & hazards,Ovarian cancer,1.0,824.0,,29.0,16960.0,,2.0,920.0,,30.0,17881.0,,
2003,Persons,nan,Occupational exposures & hazards,Road traffic injuries - motor vehicle occupants,78.0,1185.0,,3521.0,57689.0,,177.0,4501.0,,3698.0,62189.0,,
2003,Persons,nan,Occupational exposures & hazards,Road traffic injuries - motorcyclists,1.0,186.0,,57.0,9710.0,,2.0,1523.0,,59.0,11233.0,,
2003,Persons,nan,Occupational exposures & hazards,Silicosis,13.0,13.0,,155.0,155.0,,29.0,29.0,,184.0,184.0,,
2003,Persons,nan,Opioid use,Drug use disorders (excluding alcohol),30.0,101.0,,1539.0,5201.0,,8148.0,28918.0,,9687.0,34119.0,,
2003,Persons,nan,Opioid use,Poisoning,389.0,795.0,,17886.0,36722.0,,227.0,578.0,,18113.0,37300.0,,
2003,Persons,nan,Opioid use,Road traffic injuries - motor vehicle occupants,3.0,1185.0,,184.0,57689.0,,10.0,4501.0,,194.0,62189.0,,
2003,Persons,nan,Opioid use,Road traffic injuries - motorcyclists,1.0,186.0,,36.0,9710.0,,4.0,1523.0,,41.0,11233.0,,
2003,Persons,nan,Opioid use,Suicide and self-inflicted injuries,54.0,2295.0,,2872.0,101723.0,,24.0,1091.0,,2896.0,102814.0,,
2003,Persons,nan,Other illicit drug use,Drug use disorders (excluding alcohol),24.0,101.0,,1181.0,5201.0,,6739.0,28918.0,,7920.0,34119.0,,
2003,Persons,nan,Overweight (including obesity),Acute lymphoblastic leukaemia (ALL),11.0,140.0,,355.0,5393.0,,21.0,308.0,,376.0,5700.0,,
2003,Persons,nan,Overweight (including obesity),Acute myeloid leukaemia (AML),61.0,676.0,,1242.0,14372.0,,37.0,428.0,,1280.0,14800.0,,
2003,Persons,nan,Overweight (including obesity),Asthma,79.0,305.0,,1716.0,6782.0,,19802.0,89462.0,,21517.0,96243.0,,
2003,Persons,nan,Overweight (including obesity),Atrial fibrillation and flutter,204.0,943.0,,1898.0,8248.0,,5391.0,21506.0,,7289.0,29753.0,,
2003,Persons,nan,Overweight (including obesity),Back pain and problems,0.0,58.0,,0.0,883.0,,13881.0,157223.0,,13881.0,158106.0,,
2003,Persons,nan,Overweight (including obesity),Bowel cancer,558.0,5285.0,,10564.0,93079.0,,570.0,5324.0,,11134.0,98403.0,,
2003,Persons,nan,Overweight (including obesity),Breast cancer,192.0,2823.0,,3907.0,63879.0,,468.0,6925.0,,4375.0,70804.0,,
2003,Persons,nan,Overweight (including obesity),Cataract and other lens disorders,0.0,0.0,,0.0,0.0,,216.0,2626.0,,216.0,2626.0,,
2003,Persons,nan,Overweight (including obesity),Chronic kidney disease,653.0,2085.0,,8809.0,24478.0,,3361.0,8927.0,,12170.0,33404.0,,
2003,Persons,nan,Overweight (including obesity),Chronic lymphocytic leukaemia (CLL),26.0,296.0,,397.0,4361.0,,32.0,349.0,,429.0,4710.0,,
2003,Persons,nan,Overweight (including obesity),Chronic myeloid leukaemia (CML),12.0,130.0,,227.0,2537.0,,9.0,95.0,,236.0,2632.0,,
2003,Persons,nan,Overweight (including obesity),Coronary heart disease,5013.0,28185.0,,83336.0,349359.0,,17316.0,75740.0,,100652.0,425099.0,,
2003,Persons,nan,Overweight (including obesity),Dementia,699.0,4863.0,,6031.0,39523.0,,8227.0,53800.0,,14258.0,93323.0,,
2003,Persons,nan,Overweight (including obesity),Gallbladder and bile duct disease,96.0,281.0,,1232.0,3433.0,,243.0,649.0,,1474.0,4081.0,,
2003,Persons,nan,Overweight (including obesity),Gallbladder cancer,63.0,301.0,,1172.0,5377.0,,27.0,130.0,,1198.0,5507.0,,
2003,Persons,nan,Overweight (including obesity),Gout,9.0,27.0,,100.0,290.0,,2592.0,6729.0,,2692.0,7019.0,,
2003,Persons,nan,Overweight (including obesity),Hypertensive heart disease,262.0,695.0,,3209.0,7248.0,,55.0,140.0,,3264.0,7388.0,,
2003,Persons,nan,Overweight (including obesity),Kidney cancer,176.0,815.0,,3504.0,15765.0,,155.0,711.0,,3660.0,16476.0,,
2003,Persons,nan,Overweight (including obesity),Liver cancer,190.0,943.0,,3972.0,18982.0,,46.0,229.0,,4017.0,19211.0,,
2003,Persons,nan,Overweight (including obesity),Myeloma,61.0,773.0,,1060.0,12612.0,,95.0,1218.0,,1155.0,13830.0,,
2003,Persons,nan,Overweight (including obesity),Non-Hodgkin lymphoma,110.0,1535.0,,2158.0,28837.0,,89.0,1223.0,,2246.0,30060.0,,
2003,Persons,nan,Overweight (including obesity),Oesophageal cancer,315.0,1164.0,,6137.0,21650.0,,107.0,401.0,,6244.0,22051.0,,
2003,Persons,nan,Overweight (including obesity),Osteoarthritis,0.0,77.0,,0.0,559.0,,16997.0,70277.0,,16997.0,70836.0,,
2003,Persons,nan,Overweight (including obesity),Other leukaemias,17.0,201.0,,269.0,3244.0,,16.0,191.0,,286.0,3436.0,,
2003,Persons,nan,Overweight (including obesity),Ovarian cancer,29.0,824.0,,626.0,16960.0,,32.0,920.0,,658.0,17881.0,,
2003,Persons,nan,Overweight (including obesity),Pancreatic cancer,144.0,1957.0,,2703.0,35141.0,,34.0,466.0,,2736.0,35607.0,,
2003,Persons,nan,Overweight (including obesity),Stroke,1507.0,12798.0,,26780.0,136456.0,,2887.0,14160.0,,29667.0,150616.0,,
2003,Persons,nan,Overweight (including obesity),Thyroid cancer,12.0,86.0,,213.0,1375.0,,52.0,396.0,,265.0,1772.0,,
2003,Persons,nan,Overweight (including obesity),Type 2 diabetes mellitus,1093.0,2840.0,,18349.0,39506.0,,20136.0,37950.0,,38485.0,77457.0,,
2003,Persons,nan,Overweight (including obesity),Uterine cancer,125.0,314.0,,2393.0,5736.0,,240.0,586.0,,2633.0,6322.0,,
2003,Persons,nan,Physical inactivity,Bowel cancer,667.0,5285.0,,11026.0,93079.0,,664.0,5324.0,,11690.0,98403.0,,
2003,Persons,nan,Physical inactivity,Breast cancer,98.0,2823.0,,2083.0,63879.0,,233.0,6925.0,,2316.0,70804.0,,
2003,Persons,nan,Physical inactivity,Coronary heart disease,4988.0,28185.0,,56532.0,349359.0,,12453.0,75740.0,,68985.0,425099.0,,
2003,Persons,nan,Physical inactivity,Dementia,578.0,4863.0,,4536.0,39523.0,,6329.0,53800.0,,10865.0,93323.0,,
2003,Persons,nan,Physical inactivity,Stroke,1328.0,12798.0,,12931.0,136456.0,,1323.0,14160.0,,14254.0,150616.0,,
2003,Persons,nan,Physical inactivity,Type 2 diabetes mellitus,626.0,2840.0,,8250.0,39506.0,,7602.0,37950.0,,15852.0,77457.0,,
2003,Persons,nan,Physical inactivity,Uterine cancer,50.0,314.0,,894.0,5736.0,,92.0,586.0,,985.0,6322.0,,
2003,Persons,nan,Tobacco use,Acute lymphoblastic leukaemia (ALL),12.0,140.0,,265.0,5393.0,,22.0,308.0,,288.0,5700.0,,
2003,Persons,nan,Tobacco use,Acute myeloid leukaemia (AML),92.0,676.0,,1561.0,14372.0,,53.0,428.0,,1614.0,14800.0,,
2003,Persons,nan,Tobacco use,Age-related macular degeneration,0.0,0.0,,0.0,0.0,,248.0,4713.0,,248.0,4713.0,,
2003,Persons,nan,Tobacco use,Aortic aneurysm,120.0,1350.0,,2500.0,18206.0,,3.0,21.0,,2502.0,18227.0,,
2003,Persons,nan,Tobacco use,Asthma,29.0,305.0,,791.0,6782.0,,8916.0,89462.0,,9707.0,96243.0,,
2003,Persons,nan,Tobacco use,Atrial fibrillation and flutter,42.0,943.0,,539.0,8248.0,,2893.0,21506.0,,3432.0,29753.0,,
2003,Persons,nan,Tobacco use,Back pain and problems,2.0,58.0,,33.0,883.0,,8997.0,157223.0,,9030.0,158106.0,,
2003,Persons,nan,Tobacco use,Bladder cancer,351.0,925.0,,4711.0,12977.0,,372.0,992.0,,5083.0,13969.0,,
2003,Persons,nan,Tobacco use,Bowel cancer,488.0,5285.0,,7668.0,93079.0,,483.0,5324.0,,8150.0,98403.0,,
2003,Persons,nan,Tobacco use,Breast cancer,187.0,2823.0,,3473.0,63879.0,,435.0,6925.0,,3907.0,70804.0,,
2003,Persons,nan,Tobacco use,COPD,4330.0,5565.0,,55941.0,73369.0,,45860.0,59182.0,,101801.0,132551.0,,
2003,Persons,nan,Tobacco use,Cataract and other lens disorders,0.0,0.0,,0.0,0.0,,131.0,2626.0,,131.0,2626.0,,
2003,Persons,nan,Tobacco use,Cervical cancer,29.0,246.0,,533.0,6425.0,,25.0,282.0,,559.0,6707.0,,
2003,Persons,nan,Tobacco use,Chronic lymphocytic leukaemia (CLL),46.0,296.0,,722.0,4361.0,,52.0,349.0,,773.0,4710.0,,
2003,Persons,nan,Tobacco use,Chronic myeloid leukaemia (CML),17.0,130.0,,255.0,2537.0,,11.0,95.0,,265.0,2632.0,,
2003,Persons,nan,Tobacco use,Coronary heart disease,2777.0,28185.0,,59795.0,349359.0,,11763.0,75740.0,,71559.0,425099.0,,
2003,Persons,nan,Tobacco use,Dementia,117.0,4863.0,,1222.0,39523.0,,1615.0,53800.0,,2837.0,93323.0,,
2003,Persons,nan,Tobacco use,Gallbladder and bile duct disease,5.0,281.0,,79.0,3433.0,,21.0,649.0,,99.0,4081.0,,
2003,Persons,nan,Tobacco use,Gastroduodenal disorders,48.0,605.0,,801.0,6921.0,,51.0,355.0,,852.0,7276.0,,
2003,Persons,nan,Tobacco use,Hypertensive heart disease,45.0,695.0,,967.0,7248.0,,10.0,140.0,,976.0,7388.0,,
2003,Persons,nan,Tobacco use,Influenza,1.0,71.0,,31.0,1551.0,,16.0,966.0,,47.0,2517.0,,
2003,Persons,nan,Tobacco use,Kidney cancer,170.0,815.0,,3105.0,15765.0,,140.0,711.0,,3245.0,16476.0,,
2003,Persons,nan,Tobacco use,Laryngeal cancer,184.0,228.0,,3587.0,4556.0,,235.0,293.0,,3823.0,4849.0,,
2003,Persons,nan,Tobacco use,Lip and oral cavity cancer,264.0,431.0,,5120.0,8937.0,,424.0,753.0,,5544.0,9690.0,,
2003,Persons,nan,Tobacco use,Liver cancer,236.0,943.0,,4385.0,18982.0,,57.0,229.0,,4442.0,19211.0,,
2003,Persons,nan,Tobacco use,Lower respiratory infections,574.0,3783.0,,7498.0,38395.0,,731.0,3450.0,,8228.0,41845.0,,
2003,Persons,nan,Tobacco use,Lung cancer,6103.0,7356.0,,110060.0,136369.0,,1945.0,2344.0,,112005.0,138712.0,,
2003,Persons,nan,Tobacco use,Multiple sclerosis,9.0,109.0,,299.0,3022.0,,692.0,6615.0,,990.0,9637.0,,
2003,Persons,nan,Tobacco use,Nasopharyngeal cancer,29.0,52.0,,661.0,1376.0,,29.0,55.0,,690.0,1431.0,,
2003,Persons,nan,Tobacco use,Oesophageal cancer,694.0,1164.0,,12143.0,21650.0,,242.0,401.0,,12385.0,22051.0,,
2003,Persons,nan,Tobacco use,Other cardiovascular diseases,199.0,1880.0,,5736.0,32612.0,,1294.0,7417.0,,7030.0,40028.0,,
2003,Persons,nan,Tobacco use,Other leukaemias,28.0,201.0,,385.0,3244.0,,27.0,191.0,,413.0,3436.0,,
2003,Persons,nan,Tobacco use,Other respiratory disease,222.0,970.0,,2556.0,13334.0,,572.0,2966.0,,3128.0,16299.0,,
2003,Persons,nan,Tobacco use,Otitis media,0.0,6.0,,6.0,250.0,,13.0,470.0,,19.0,720.0,,
2003,Persons,nan,Tobacco use,Pancreatic cancer,514.0,1957.0,,8666.0,35141.0,,123.0,466.0,,8790.0,35607.0,,
2003,Persons,nan,Tobacco use,Peripheral vascular disease,50.0,847.0,,877.0,8667.0,,251.0,1927.0,,1128.0,10594.0,,
2003,Persons,nan,Tobacco use,Prostate cancer,201.0,2931.0,,2486.0,37790.0,,504.0,7603.0,,2990.0,45393.0,,
2003,Persons,nan,Tobacco use,Rheumatoid arthritis,6.0,193.0,,108.0,2691.0,,7091.0,110133.0,,7199.0,112824.0,,
2003,Persons,nan,Tobacco use,Stomach cancer,213.0,1223.0,,3499.0,22359.0,,96.0,544.0,,3595.0,22903.0,,
2003,Persons,nan,Tobacco use,Stroke,955.0,12798.0,,17868.0,136456.0,,1911.0,14160.0,,19779.0,150616.0,,
2003,Persons,nan,Tobacco use,Type 2 diabetes mellitus,126.0,2840.0,,2371.0,39506.0,,2584.0,37950.0,,4955.0,77457.0,,
2003,Persons,nan,UV sun exposure,Melanoma of the skin,740.0,1170.0,,16284.0,25725.0,,1513.0,2391.0,,17798.0,28116.0,,
2003,Persons,nan,UV sun exposure,Non-melanoma skin cancer,546.0,549.0,,7906.0,7954.0,,1292.0,1300.0,,9198.0,9253.0,,
2003,Persons,nan,Unsafe injecting practices,Chronic liver disease,304.0,1569.0,,7722.0,39946.0,,289.0,1519.0,,8011.0,41465.0,,
2003,Persons,nan,Unsafe injecting practices,HIV/AIDS,11.0,111.0,,461.0,4511.0,,62.0,613.0,,524.0,5125.0,,
2003,Persons,nan,Unsafe injecting practices,Hepatitis B (acute),9.0,14.0,,237.0,379.0,,3.0,5.0,,241.0,384.0,,
2003,Persons,nan,Unsafe injecting practices,Hepatitis C (acute),45.0,52.0,,1346.0,1565.0,,7.0,9.0,,1353.0,1573.0,,
2003,Persons,nan,Unsafe injecting practices,Liver cancer,127.0,943.0,,2545.0,18982.0,,31.0,229.0,,2575.0,19211.0,,
2003,Persons,nan,Unsafe sex,Cervical cancer,246.0,246.0,,6425.0,6425.0,,282.0,282.0,,6707.0,6707.0,,
2003,Persons,nan,Unsafe sex,Chlamydia,0.0,0.0,,0.0,0.0,,75.0,75.0,,75.0,75.0,,
2003,Persons,nan,Unsafe sex,Chronic liver disease,8.0,1569.0,,201.0,39946.0,,8.0,1519.0,,209.0,41465.0,,
2003,Persons,nan,Unsafe sex,Gonorrhoea,0.0,0.0,,0.0,0.0,,16.0,16.0,,16.0,16.0,,
2003,Persons,nan,Unsafe sex,HIV/AIDS,98.0,111.0,,3988.0,4511.0,,540.0,613.0,,4528.0,5125.0,,
2003,Persons,nan,Unsafe sex,Hepatitis B (acute),5.0,14.0,,132.0,379.0,,2.0,5.0,,133.0,384.0,,
2003,Persons,nan,Unsafe sex,Hepatitis C (acute),1.0,52.0,,29.0,1565.0,,0.0,9.0,,29.0,1573.0,,
2003,Persons,nan,Unsafe sex,Liver cancer,4.0,943.0,,83.0,18982.0,,1.0,229.0,,84.0,19211.0,,
2003,Persons,nan,Unsafe sex,Other sexually transmitted infections,0.0,0.0,,0.0,0.0,,115.0,115.0,,115.0,115.0,,
2003,Persons,nan,Unsafe sex,Syphilis,3.0,3.0,,33.0,33.0,,14.0,14.0,,47.0,47.0,,
2011,Females,nan,Alcohol use,Alcohol use disorders,70.0,70.0,,1843.0,1843.0,,16396.0,16396.0,,18238.0,18238.0,,
2011,Females,nan,Alcohol use,Atrial fibrillation and flutter,78.0,992.0,,593.0,7283.0,,962.0,11511.0,,1555.0,18795.0,,
2011,Females,nan,Alcohol use,Bowel cancer,154.0,2510.0,,2309.0,38026.0,,170.0,2775.0,,2479.0,40801.0,,
2011,Females,nan,Alcohol use,Breast cancer,307.0,3034.0,,6597.0,63757.0,,868.0,8436.0,,7465.0,72193.0,,
2011,Females,nan,Alcohol use,Chronic liver disease,44.0,578.0,,1080.0,14202.0,,54.0,742.0,,1134.0,14944.0,,
2011,Females,nan,Alcohol use,Coronary heart disease,515.0,11370.0,,4438.0,95821.0,,1361.0,28995.0,,5799.0,124816.0,,
2011,Females,nan,Alcohol use,Drowning,2.0,41.0,,105.0,1920.0,,2.0,53.0,,107.0,1973.0,,
2011,Females,nan,Alcohol use,Epilepsy,16.0,131.0,,484.0,4339.0,,1745.0,16147.0,,2229.0,20486.0,,
2011,Females,nan,Alcohol use,Falls,60.0,1447.0,,501.0,11107.0,,808.0,17197.0,,1309.0,28304.0,,
2011,Females,nan,Alcohol use,"Fire, burns and scalds",2.0,35.0,,65.0,1482.0,,50.0,804.0,,115.0,2286.0,,
2011,Females,nan,Alcohol use,Homicide and violence,9.0,104.0,,412.0,4926.0,,105.0,1042.0,,518.0,5968.0,,
2011,Females,nan,Alcohol use,Hypertensive heart disease,49.0,682.0,,365.0,4690.0,,8.0,102.0,,373.0,4791.0,,
2011,Females,nan,Alcohol use,Laryngeal cancer,4.0,32.0,,72.0,566.0,,5.0,36.0,,76.0,602.0,,
2011,Females,nan,Alcohol use,Lip and oral cavity cancer,30.0,150.0,,489.0,2354.0,,59.0,280.0,,548.0,2634.0,,
2011,Females,nan,Alcohol use,Liver cancer,99.0,465.0,,1591.0,7584.0,,24.0,115.0,,1615.0,7700.0,,
2011,Females,nan,Alcohol use,Lower respiratory infections,108.0,1502.0,,855.0,12423.0,,104.0,1849.0,,958.0,14271.0,,
2011,Females,nan,Alcohol use,Nasopharyngeal cancer,3.0,13.0,,81.0,350.0,,4.0,16.0,,85.0,366.0,,
2011,Females,nan,Alcohol use,Oesophageal cancer,44.0,352.0,,691.0,5292.0,,17.0,135.0,,708.0,5427.0,,
2011,Females,nan,Alcohol use,Other land transport injuries,10.0,47.0,,360.0,1881.0,,251.0,1213.0,,611.0,3094.0,,
2011,Females,nan,Alcohol use,Other oral cavity and pharynx cancers,13.0,62.0,,228.0,1093.0,,10.0,49.0,,238.0,1143.0,,
2011,Females,nan,Alcohol use,Other unintentional injuries,12.0,214.0,,256.0,5154.0,,186.0,2708.0,,442.0,7862.0,,
2011,Females,nan,Alcohol use,Pancreatitis,9.0,117.0,,116.0,1519.0,,15.0,207.0,,131.0,1726.0,,
2011,Females,nan,Alcohol use,Poisoning,65.0,379.0,,2513.0,14592.0,,32.0,221.0,,2545.0,14813.0,,
