survey_period,sex,age_group,indicator,category,value_pct,est_thousand,note
2022,Males,65 +,Daily consumption of fruit and vegetables(c),Met recommendation,5.0,,
2022,Males,25–44,Daily consumption of fruit and vegetables(c),Met recommendation,1.2,,
2022,Males,45–64,Daily consumption of fruit and vegetables(c),Met recommendation,1.2,,
2022,Males,65–74,Daily consumption of fruit and vegetables(c),Met recommendation,3.9,,
2022,Males,75 +,Daily consumption of fruit and vegetables(c),Met recommendation,5.8,,
2022,Males,18–44,Daily consumption of fruit and vegetables(c),Met recommendation,1.5,,
2022,Males,45 +,Daily consumption of fruit and vegetables(c),Met recommendation,2.7,,
2022,Males,Total 18 +,Daily consumption of fruit and vegetables(c),Met recommendation,2.1,,
2022,Males,18–24,Daily consumption of fruit and vegetables(c),Did not meet recommendation,98.1,,
2022,Males,25–34,Daily consumption of fruit and vegetables(c),Did not meet recommendation,98.3,,
2022,Males,35–44,Daily consumption of fruit and vegetables(c),Did not meet recommendation,99.3,,
2022,Males,45–54,Daily consumption of fruit and vegetables(c),Did not meet recommendation,98.3,,
2022,Males,55–64,Daily consumption of fruit and vegetables(c),Did not meet recommendation,99.6,,
2022,Males,65 +,Daily consumption of fruit and vegetables(c),Did not meet recommendation,95.0,,
2022,Males,25–44,Daily consumption of fruit and vegetables(c),Did not meet recommendation,98.9,,
2022,Males,45–64,Daily consumption of fruit and vegetables(c),Did not meet recommendation,98.8,,
2022,Males,65–74,Daily consumption of fruit and vegetables(c),Did not meet recommendation,96.0,,
2022,Males,75 +,Daily consumption of fruit and vegetables(c),Did not meet recommendation,93.8,,
2022,Males,18–44,Daily consumption of fruit and vegetables(c),Did not meet recommendation,98.5,,
2022,Males,45 +,Daily consumption of fruit and vegetables(c),Did not meet recommendation,97.3,,
2022,Males,Total 18 +,Daily consumption of fruit and vegetables(c),Did not meet recommendation,97.9,,
2022,Males,18–24,Daily consumption of fruit and vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,25–34,Daily consumption of fruit and vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,35–44,Daily consumption of fruit and vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,45–54,Daily consumption of fruit and vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,55–64,Daily consumption of fruit and vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,65 +,Daily consumption of fruit and vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,25–44,Daily consumption of fruit and vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,45–64,Daily consumption of fruit and vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,65–74,Daily consumption of fruit and vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,75 +,Daily consumption of fruit and vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,18–44,Daily consumption of fruit and vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,45 +,Daily consumption of fruit and vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,Total 18 +,Daily consumption of fruit and vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,18–24,Usual daily consumption of fruit,Does not eat fruit,17.0,,
2022,Males,25–34,Usual daily consumption of fruit,Does not eat fruit,15.5,,
2022,Males,35–44,Usual daily consumption of fruit,Does not eat fruit,12.7,,
2022,Males,45–54,Usual daily consumption of fruit,Does not eat fruit,14.9,,
2022,Males,55–64,Usual daily consumption of fruit,Does not eat fruit,17.4,,
2022,Males,65 +,Usual daily consumption of fruit,Does not eat fruit,11.2,,
2022,Males,25–44,Usual daily consumption of fruit,Does not eat fruit,14.2,,
2022,Males,45–64,Usual daily consumption of fruit,Does not eat fruit,16.4,,
2022,Males,65–74,Usual daily consumption of fruit,Does not eat fruit,13.0,,
2022,Males,75 +,Usual daily consumption of fruit,Does not eat fruit,8.7,,
2022,Males,18–44,Usual daily consumption of fruit,Does not eat fruit,14.9,,
2022,Males,45 +,Usual daily consumption of fruit,Does not eat fruit,14.2,,
2022,Males,Total 18 +,Usual daily consumption of fruit,Does not eat fruit,14.6,,
2022,Males,18–24,Usual daily consumption of fruit,Less than 1 serve,2.5,,
2022,Males,25–34,Usual daily consumption of fruit,Less than 1 serve,4.1,,
2022,Males,35–44,Usual daily consumption of fruit,Less than 1 serve,3.9,,
2022,Males,45–54,Usual daily consumption of fruit,Less than 1 serve,3.9,,
2022,Males,55–64,Usual daily consumption of fruit,Less than 1 serve,2.6,,
2022,Males,65 +,Usual daily consumption of fruit,Less than 1 serve,3.3,,
2022,Males,25–44,Usual daily consumption of fruit,Less than 1 serve,4.2,,
2022,Males,45–64,Usual daily consumption of fruit,Less than 1 serve,3.2,,
2022,Males,65–74,Usual daily consumption of fruit,Less than 1 serve,4.9,,
2022,Males,75 +,Usual daily consumption of fruit,Less than 1 serve,1.9,,
2022,Males,18–44,Usual daily consumption of fruit,Less than 1 serve,3.8,,
2022,Males,45 +,Usual daily consumption of fruit,Less than 1 serve,3.4,,
2022,Males,Total 18 +,Usual daily consumption of fruit,Less than 1 serve,3.5,,
2022,Males,18–24,Usual daily consumption of fruit,1 serve,43.9,,
2022,Males,25–34,Usual daily consumption of fruit,1 serve,44.1,,
2022,Males,35–44,Usual daily consumption of fruit,1 serve,42.5,,
2022,Males,45–54,Usual daily consumption of fruit,1 serve,40.4,,
2022,Males,55–64,Usual daily consumption of fruit,1 serve,39.4,,
2022,Males,65 +,Usual daily consumption of fruit,1 serve,33.8,,
2022,Males,25–44,Usual daily consumption of fruit,1 serve,43.3,,
2022,Males,45–64,Usual daily consumption of fruit,1 serve,39.8,,
2022,Males,65–74,Usual daily consumption of fruit,1 serve,33.6,,
2022,Males,75 +,Usual daily consumption of fruit,1 serve,34.0,,
2022,Males,18–44,Usual daily consumption of fruit,1 serve,43.6,,
2022,Males,45 +,Usual daily consumption of fruit,1 serve,37.4,,
2022,Males,Total 18 +,Usual daily consumption of fruit,1 serve,40.4,,
2022,Males,18–24,Usual daily consumption of fruit,2 serves,27.2,,
2022,Males,25–34,Usual daily consumption of fruit,2 serves,24.3,,
2022,Males,35–44,Usual daily consumption of fruit,2 serves,27.4,,
2022,Males,45–54,Usual daily consumption of fruit,2 serves,24.0,,
2022,Males,55–64,Usual daily consumption of fruit,2 serves,25.7,,
2022,Males,65 +,Usual daily consumption of fruit,2 serves,30.3,,
2022,Males,25–44,Usual daily consumption of fruit,2 serves,25.9,,
2022,Males,45–64,Usual daily consumption of fruit,2 serves,24.9,,
2022,Males,65–74,Usual daily consumption of fruit,2 serves,28.7,,
2022,Males,75 +,Usual daily consumption of fruit,2 serves,32.2,,
2022,Males,18–44,Usual daily consumption of fruit,2 serves,26.0,,
2022,Males,45 +,Usual daily consumption of fruit,2 serves,27.0,,
2022,Males,Total 18 +,Usual daily consumption of fruit,2 serves,26.6,,
2022,Males,18–24,Usual daily consumption of fruit,3 serves,5.8,,
2022,Males,25–34,Usual daily consumption of fruit,3 serves,8.6,,
2022,Males,35–44,Usual daily consumption of fruit,3 serves,10.3,,
2022,Males,45–54,Usual daily consumption of fruit,3 serves,10.6,,
2022,Males,55–64,Usual daily consumption of fruit,3 serves,10.8,,
2022,Males,65 +,Usual daily consumption of fruit,3 serves,13.3,,
2022,Males,25–44,Usual daily consumption of fruit,3 serves,9.7,,
2022,Males,45–64,Usual daily consumption of fruit,3 serves,10.8,,
2022,Males,65–74,Usual daily consumption of fruit,3 serves,11.8,,
2022,Males,75 +,Usual daily consumption of fruit,3 serves,15.2,,
2022,Males,18–44,Usual daily consumption of fruit,3 serves,8.7,,
2022,Males,45 +,Usual daily consumption of fruit,3 serves,11.8,,
2022,Males,Total 18 +,Usual daily consumption of fruit,3 serves,10.3,,
2022,Males,18–24,Usual daily consumption of fruit,4 serves,1.2,,
2022,Males,25–34,Usual daily consumption of fruit,4 serves,1.8,,
2022,Males,35–44,Usual daily consumption of fruit,4 serves,2.2,,
2022,Males,45–54,Usual daily consumption of fruit,4 serves,3.7,,
2022,Males,55–64,Usual daily consumption of fruit,4 serves,2.9,,
2022,Males,65 +,Usual daily consumption of fruit,4 serves,4.8,,
2022,Males,25–44,Usual daily consumption of fruit,4 serves,1.9,,
2022,Males,45–64,Usual daily consumption of fruit,4 serves,3.2,,
2022,Males,65–74,Usual daily consumption of fruit,4 serves,5.4,,
2022,Males,75 +,Usual daily consumption of fruit,4 serves,3.8,,
2022,Males,18–44,Usual daily consumption of fruit,4 serves,1.7,,
2022,Males,45 +,Usual daily consumption of fruit,4 serves,3.6,,
2022,Males,Total 18 +,Usual daily consumption of fruit,4 serves,2.8,,
2022,Males,18–24,Usual daily consumption of fruit,5 or more serves,2.2,,
2022,Males,25–34,Usual daily consumption of fruit,5 or more serves,1.3,,
2022,Males,35–44,Usual daily consumption of fruit,5 or more serves,0.7,,
2022,Males,45–54,Usual daily consumption of fruit,5 or more serves,2.5,,
2022,Males,55–64,Usual daily consumption of fruit,5 or more serves,1.5,,
2022,Males,65 +,Usual daily consumption of fruit,5 or more serves,3.5,,
2022,Males,25–44,Usual daily consumption of fruit,5 or more serves,1.1,,
2022,Males,45–64,Usual daily consumption of fruit,5 or more serves,2.2,,
2022,Males,65–74,Usual daily consumption of fruit,5 or more serves,3.7,,
2022,Males,75 +,Usual daily consumption of fruit,5 or more serves,3.5,,
2022,Males,18–44,Usual daily consumption of fruit,5 or more serves,1.2,,
2022,Males,45 +,Usual daily consumption of fruit,5 or more serves,2.5,,
2022,Males,Total 18 +,Usual daily consumption of fruit,5 or more serves,1.9,,
2022,Males,18–24,Usual daily consumption of fruit,Total males aged 18 years and over,100.0,,
2022,Males,25–34,Usual daily consumption of fruit,Total males aged 18 years and over,100.0,,
2022,Males,35–44,Usual daily consumption of fruit,Total males aged 18 years and over,100.0,,
2022,Males,45–54,Usual daily consumption of fruit,Total males aged 18 years and over,100.0,,
2022,Males,55–64,Usual daily consumption of fruit,Total males aged 18 years and over,100.0,,
2022,Males,65 +,Usual daily consumption of fruit,Total males aged 18 years and over,100.0,,
2022,Males,25–44,Usual daily consumption of fruit,Total males aged 18 years and over,100.0,,
2022,Males,45–64,Usual daily consumption of fruit,Total males aged 18 years and over,100.0,,
2022,Males,65–74,Usual daily consumption of fruit,Total males aged 18 years and over,100.0,,
2022,Males,75 +,Usual daily consumption of fruit,Total males aged 18 years and over,100.0,,
2022,Males,18–44,Usual daily consumption of fruit,Total males aged 18 years and over,100.0,,
2022,Males,45 +,Usual daily consumption of fruit,Total males aged 18 years and over,100.0,,
2022,Males,Total 18 +,Usual daily consumption of fruit,Total males aged 18 years and over,100.0,,
2022,Males,18–24,Usual daily consumption of vegetables(e),Does not eat vegetables,2.5,,
2022,Males,25–34,Usual daily consumption of vegetables(e),Does not eat vegetables,2.6,,
2022,Males,35–44,Usual daily consumption of vegetables(e),Does not eat vegetables,1.9,,
2022,Males,45–54,Usual daily consumption of vegetables(e),Does not eat vegetables,1.3,,
2022,Males,55–64,Usual daily consumption of vegetables(e),Does not eat vegetables,2.9,,
2022,Males,65 +,Usual daily consumption of vegetables(e),Does not eat vegetables,1.3,,
2022,Males,25–44,Usual daily consumption of vegetables(e),Does not eat vegetables,2.3,,
2022,Males,45–64,Usual daily consumption of vegetables(e),Does not eat vegetables,1.8,,
2022,Males,65–74,Usual daily consumption of vegetables(e),Does not eat vegetables,1.9,,
2022,Males,75 +,Usual daily consumption of vegetables(e),Does not eat vegetables,1.0,,
2022,Males,18–44,Usual daily consumption of vegetables(e),Does not eat vegetables,2.3,,
2022,Males,45 +,Usual daily consumption of vegetables(e),Does not eat vegetables,1.6,,
2022,Males,Total 18 +,Usual daily consumption of vegetables(e),Does not eat vegetables,2.1,,
2022,Males,18–24,Usual daily consumption of vegetables(e),Less than 1 serve,2.1,,
2022,Males,25–34,Usual daily consumption of vegetables(e),Less than 1 serve,1.7,,
2022,Males,35–44,Usual daily consumption of vegetables(e),Less than 1 serve,2.0,,
2022,Males,45–54,Usual daily consumption of vegetables(e),Less than 1 serve,1.9,,
2022,Males,55–64,Usual daily consumption of vegetables(e),Less than 1 serve,2.7,,
2022,Males,65 +,Usual daily consumption of vegetables(e),Less than 1 serve,1.9,,
2022,Males,25–44,Usual daily consumption of vegetables(e),Less than 1 serve,2.2,,
2022,Males,45–64,Usual daily consumption of vegetables(e),Less than 1 serve,2.7,,
2022,Males,65–74,Usual daily consumption of vegetables(e),Less than 1 serve,1.7,,
2022,Males,75 +,Usual daily consumption of vegetables(e),Less than 1 serve,1.7,,
2022,Males,18–44,Usual daily consumption of vegetables(e),Less than 1 serve,2.3,,
2022,Males,45 +,Usual daily consumption of vegetables(e),Less than 1 serve,2.1,,
2022,Males,Total 18 +,Usual daily consumption of vegetables(e),Less than 1 serve,2.2,,
2022,Males,18–24,Usual daily consumption of vegetables(e),1 serve,32.6,,
2022,Males,25–34,Usual daily consumption of vegetables(e),1 serve,30.3,,
2022,Males,35–44,Usual daily consumption of vegetables(e),1 serve,32.2,,
2022,Males,45–54,Usual daily consumption of vegetables(e),1 serve,34.4,,
2022,Males,55–64,Usual daily consumption of vegetables(e),1 serve,31.9,,
2022,Males,65 +,Usual daily consumption of vegetables(e),1 serve,27.2,,
2022,Males,25–44,Usual daily consumption of vegetables(e),1 serve,31.3,,
2022,Males,45–64,Usual daily consumption of vegetables(e),1 serve,32.8,,
2022,Males,65–74,Usual daily consumption of vegetables(e),1 serve,28.7,,
2022,Males,75 +,Usual daily consumption of vegetables(e),1 serve,24.6,,
2022,Males,18–44,Usual daily consumption of vegetables(e),1 serve,31.6,,
2022,Males,45 +,Usual daily consumption of vegetables(e),1 serve,30.7,,
2022,Males,Total 18 +,Usual daily consumption of vegetables(e),1 serve,31.1,,
2022,Males,18–24,Usual daily consumption of vegetables(e),2 serves,29.7,,
2022,Males,25–34,Usual daily consumption of vegetables(e),2 serves,32.8,,
2022,Males,35–44,Usual daily consumption of vegetables(e),2 serves,30.7,,
2022,Males,45–54,Usual daily consumption of vegetables(e),2 serves,32.9,,
2022,Males,55–64,Usual daily consumption of vegetables(e),2 serves,30.7,,
2022,Males,65 +,Usual daily consumption of vegetables(e),2 serves,26.8,,
2022,Males,25–44,Usual daily consumption of vegetables(e),2 serves,31.6,,
2022,Males,45–64,Usual daily consumption of vegetables(e),2 serves,31.7,,
2022,Males,65–74,Usual daily consumption of vegetables(e),2 serves,25.5,,
2022,Males,75 +,Usual daily consumption of vegetables(e),2 serves,27.7,,
2022,Males,18–44,Usual daily consumption of vegetables(e),2 serves,31.5,,
2022,Males,45 +,Usual daily consumption of vegetables(e),2 serves,29.7,,
2022,Males,Total 18 +,Usual daily consumption of vegetables(e),2 serves,30.4,,
2022,Males,18–24,Usual daily consumption of vegetables(e),3 serves,15.5,,
2022,Males,25–34,Usual daily consumption of vegetables(e),3 serves,16.9,,
2022,Males,35–44,Usual daily consumption of vegetables(e),3 serves,19.3,,
2022,Males,45–54,Usual daily consumption of vegetables(e),3 serves,15.8,,
2022,Males,55–64,Usual daily consumption of vegetables(e),3 serves,19.5,,
2022,Males,65 +,Usual daily consumption of vegetables(e),3 serves,21.2,,
2022,Males,25–44,Usual daily consumption of vegetables(e),3 serves,17.9,,
2022,Males,45–64,Usual daily consumption of vegetables(e),3 serves,17.6,,
2022,Males,65–74,Usual daily consumption of vegetables(e),3 serves,21.9,,
2022,Males,75 +,Usual daily consumption of vegetables(e),3 serves,20.6,,
2022,Males,18–44,Usual daily consumption of vegetables(e),3 serves,17.4,,
2022,Males,45 +,Usual daily consumption of vegetables(e),3 serves,19.1,,
2022,Males,Total 18 +,Usual daily consumption of vegetables(e),3 serves,18.3,,
2022,Males,18–24,Usual daily consumption of vegetables(e),4 serves,9.4,,
2022,Males,25–34,Usual daily consumption of vegetables(e),4 serves,8.9,,
2022,Males,35–44,Usual daily consumption of vegetables(e),4 serves,9.1,,
2022,Males,45–54,Usual daily consumption of vegetables(e),4 serves,8.7,,
2022,Males,55–64,Usual daily consumption of vegetables(e),4 serves,7.0,,
2022,Males,65 +,Usual daily consumption of vegetables(e),4 serves,13.2,,
2022,Males,25–44,Usual daily consumption of vegetables(e),4 serves,8.9,,
2022,Males,45–64,Usual daily consumption of vegetables(e),4 serves,7.8,,
2022,Males,65–74,Usual daily consumption of vegetables(e),4 serves,12.3,,
2022,Males,75 +,Usual daily consumption of vegetables(e),4 serves,14.7,,
2022,Males,18–44,Usual daily consumption of vegetables(e),4 serves,9.3,,
2022,Males,45 +,Usual daily consumption of vegetables(e),4 serves,10.0,,
2022,Males,Total 18 +,Usual daily consumption of vegetables(e),4 serves,9.7,,
2022,Males,18–24,Usual daily consumption of vegetables(e),5 serves,4.0,,
2022,Males,25–34,Usual daily consumption of vegetables(e),5 serves,3.9,,
2022,Males,35–44,Usual daily consumption of vegetables(e),5 serves,3.8,,
2022,Males,45–54,Usual daily consumption of vegetables(e),5 serves,3.1,,
2022,Males,55–64,Usual daily consumption of vegetables(e),5 serves,4.2,,
2022,Males,65 +,Usual daily consumption of vegetables(e),5 serves,5.3,,
2022,Males,25–44,Usual daily consumption of vegetables(e),5 serves,3.7,,
2022,Males,45–64,Usual daily consumption of vegetables(e),5 serves,3.4,,
2022,Males,65–74,Usual daily consumption of vegetables(e),5 serves,4.4,,
2022,Males,75 +,Usual daily consumption of vegetables(e),5 serves,6.3,,
2022,Males,18–44,Usual daily consumption of vegetables(e),5 serves,3.8,,
2022,Males,45 +,Usual daily consumption of vegetables(e),5 serves,4.2,,
2022,Males,Total 18 +,Usual daily consumption of vegetables(e),5 serves,4.0,,
2022,Males,18–24,Usual daily consumption of vegetables(e),6 or more serves,3.1,,
2022,Males,25–34,Usual daily consumption of vegetables(e),6 or more serves,2.7,,
2022,Males,35–44,Usual daily consumption of vegetables(e),6 or more serves,1.2,,
2022,Males,45–54,Usual daily consumption of vegetables(e),6 or more serves,2.2,,
2022,Males,55–64,Usual daily consumption of vegetables(e),6 or more serves,1.9,,
2022,Males,65 +,Usual daily consumption of vegetables(e),6 or more serves,3.2,,
2022,Males,25–44,Usual daily consumption of vegetables(e),6 or more serves,1.9,,
2022,Males,45–64,Usual daily consumption of vegetables(e),6 or more serves,2.0,,
2022,Males,65–74,Usual daily consumption of vegetables(e),6 or more serves,4.2,,
2022,Males,75 +,Usual daily consumption of vegetables(e),6 or more serves,2.6,,
2022,Males,18–44,Usual daily consumption of vegetables(e),6 or more serves,2.1,,
2022,Males,45 +,Usual daily consumption of vegetables(e),6 or more serves,2.6,,
2022,Males,Total 18 +,Usual daily consumption of vegetables(e),6 or more serves,2.3,,
2022,Males,18–24,Usual daily consumption of vegetables(e),Total males aged 18 years and over,100.0,,
2022,Males,25–34,Usual daily consumption of vegetables(e),Total males aged 18 years and over,100.0,,
2022,Males,35–44,Usual daily consumption of vegetables(e),Total males aged 18 years and over,100.0,,
2022,Males,45–54,Usual daily consumption of vegetables(e),Total males aged 18 years and over,100.0,,
2022,Males,55–64,Usual daily consumption of vegetables(e),Total males aged 18 years and over,100.0,,
2022,Males,65 +,Usual daily consumption of vegetables(e),Total males aged 18 years and over,100.0,,
2022,Males,25–44,Usual daily consumption of vegetables(e),Total males aged 18 years and over,100.0,,
2022,Males,45–64,Usual daily consumption of vegetables(e),Total males aged 18 years and over,100.0,,
2022,Males,65–74,Usual daily consumption of vegetables(e),Total males aged 18 years and over,100.0,,
2022,Males,75 +,Usual daily consumption of vegetables(e),Total males aged 18 years and over,100.0,,
2022,Males,18–44,Usual daily consumption of vegetables(e),Total males aged 18 years and over,100.0,,
2022,Males,45 +,Usual daily consumption of vegetables(e),Total males aged 18 years and over,100.0,,
2022,Males,Total 18 +,Usual daily consumption of vegetables(e),Total males aged 18 years and over,100.0,,
2022,Males,18–24,Usual daily consumption of vegetables(e),"Total males, 18 years and over",100.0,,
2022,Males,25–34,Usual daily consumption of vegetables(e),"Total males, 18 years and over",100.0,,
2022,Males,35–44,Usual daily consumption of vegetables(e),"Total males, 18 years and over",100.0,,
2022,Males,45–54,Usual daily consumption of vegetables(e),"Total males, 18 years and over",100.0,,
2022,Males,55–64,Usual daily consumption of vegetables(e),"Total males, 18 years and over",100.0,,
2022,Males,65 +,Usual daily consumption of vegetables(e),"Total males, 18 years and over",100.0,,
2022,Males,25–44,Usual daily consumption of vegetables(e),"Total males, 18 years and over",100.0,,
2022,Males,45–64,Usual daily consumption of vegetables(e),"Total males, 18 years and over",100.0,,
2022,Males,65–74,Usual daily consumption of vegetables(e),"Total males, 18 years and over",100.0,,
2022,Males,75 +,Usual daily consumption of vegetables(e),"Total males, 18 years and over",100.0,,
2022,Males,18–44,Usual daily consumption of vegetables(e),"Total males, 18 years and over",100.0,,
2022,Males,45 +,Usual daily consumption of vegetables(e),"Total males, 18 years and over",100.0,,
2022,Males,Total 18 +,Usual daily consumption of vegetables(e),"Total males, 18 years and over",100.0,,
2022,Females,18–24,Daily consumption of fruit(c),Met recommendation,37.4,,
2022,Females,25–34,Daily consumption of fruit(c),Met recommendation,43.6,,
2022,Females,35–44,Daily consumption of fruit(c),Met recommendation,41.5,,
2022,Females,45–54,Daily consumption of fruit(c),Met recommendation,44.0,,
2022,Females,55–64,Daily consumption of fruit(c),Met recommendation,48.4,,
2022,Females,65 +,Daily consumption of fruit(c),Met recommendation,58.3,,
2022,Females,25–44,Daily consumption of fruit(c),Met recommendation,42.7,,
2022,Females,45–64,Daily consumption of fruit(c),Met recommendation,46.1,,
2022,Females,65–74,Daily consumption of fruit(c),Met recommendation,54.4,,
2022,Females,75 +,Daily consumption of fruit(c),Met recommendation,62.4,,
2022,Females,18–44,Daily consumption of fruit(c),Met recommendation,41.5,,
2022,Females,45 +,Daily consumption of fruit(c),Met recommendation,51.0,,
2022,Females,Total 18 +,Daily consumption of fruit(c),Met recommendation,46.7,,
2022,Females,18–24,Daily consumption of fruit(c),Did not meet recommendation,62.6,,
2022,Females,25–34,Daily consumption of fruit(c),Did not meet recommendation,56.2,,
2022,Females,35–44,Daily consumption of fruit(c),Did not meet recommendation,58.8,,
2022,Females,45–54,Daily consumption of fruit(c),Did not meet recommendation,55.5,,
2022,Females,55–64,Daily consumption of fruit(c),Did not meet recommendation,51.5,,
2022,Females,65 +,Daily consumption of fruit(c),Did not meet recommendation,42.0,,
2022,Females,25–44,Daily consumption of fruit(c),Did not meet recommendation,57.1,,
2022,Females,45–64,Daily consumption of fruit(c),Did not meet recommendation,53.7,,
2022,Females,65–74,Daily consumption of fruit(c),Did not meet recommendation,45.3,,
2022,Females,75 +,Daily consumption of fruit(c),Did not meet recommendation,37.7,,
2022,Females,18–44,Daily consumption of fruit(c),Did not meet recommendation,58.7,,
2022,Females,45 +,Daily consumption of fruit(c),Did not meet recommendation,48.9,,
2022,Females,Total 18 +,Daily consumption of fruit(c),Did not meet recommendation,53.4,,
2022,Females,18–24,Daily consumption of fruit(c),Total females aged 18 years and over,100.0,,
2022,Females,25–34,Daily consumption of fruit(c),Total females aged 18 years and over,100.0,,
2022,Females,35–44,Daily consumption of fruit(c),Total females aged 18 years and over,100.0,,
2022,Females,45–54,Daily consumption of fruit(c),Total females aged 18 years and over,100.0,,
2022,Females,55–64,Daily consumption of fruit(c),Total females aged 18 years and over,100.0,,
2022,Females,65 +,Daily consumption of fruit(c),Total females aged 18 years and over,100.0,,
2022,Females,25–44,Daily consumption of fruit(c),Total females aged 18 years and over,100.0,,
2022,Females,45–64,Daily consumption of fruit(c),Total females aged 18 years and over,100.0,,
2022,Females,65–74,Daily consumption of fruit(c),Total females aged 18 years and over,100.0,,
2022,Females,75 +,Daily consumption of fruit(c),Total females aged 18 years and over,100.0,,
2022,Females,18–44,Daily consumption of fruit(c),Total females aged 18 years and over,100.0,,
2022,Females,45 +,Daily consumption of fruit(c),Total females aged 18 years and over,100.0,,
2022,Females,Total 18 +,Daily consumption of fruit(c),Total females aged 18 years and over,100.0,,
2022,Females,18–24,Daily consumption of vegetables(c),Met recommendation,3.9,,
2022,Females,25–34,Daily consumption of vegetables(c),Met recommendation,10.1,,
2022,Females,35–44,Daily consumption of vegetables(c),Met recommendation,9.0,,
2022,Females,45–54,Daily consumption of vegetables(c),Met recommendation,10.3,,
2022,Females,55–64,Daily consumption of vegetables(c),Met recommendation,11.3,,
2022,Females,65 +,Daily consumption of vegetables(c),Met recommendation,11.7,,
2022,Females,25–44,Daily consumption of vegetables(c),Met recommendation,9.4,,
2022,Females,45–64,Daily consumption of vegetables(c),Met recommendation,10.8,,
2022,Females,65–74,Daily consumption of vegetables(c),Met recommendation,10.5,,
2022,Females,75 +,Daily consumption of vegetables(c),Met recommendation,13.7,,
2022,Females,18–44,Daily consumption of vegetables(c),Met recommendation,8.2,,
2022,Females,45 +,Daily consumption of vegetables(c),Met recommendation,11.2,,
2022,Females,Total 18 +,Daily consumption of vegetables(c),Met recommendation,9.8,,
2022,Females,18–24,Daily consumption of vegetables(c),Did not meet recommendation,96.2,,
2022,Females,25–34,Daily consumption of vegetables(c),Did not meet recommendation,90.2,,
2022,Females,35–44,Daily consumption of vegetables(c),Did not meet recommendation,90.6,,
2022,Females,45–54,Daily consumption of vegetables(c),Did not meet recommendation,89.9,,
2022,Females,55–64,Daily consumption of vegetables(c),Did not meet recommendation,88.1,,
2022,Females,65 +,Daily consumption of vegetables(c),Did not meet recommendation,88.4,,
2022,Females,25–44,Daily consumption of vegetables(c),Did not meet recommendation,90.3,,
2022,Females,45–64,Daily consumption of vegetables(c),Did not meet recommendation,89.4,,
2022,Females,65–74,Daily consumption of vegetables(c),Did not meet recommendation,89.7,,
2022,Females,75 +,Daily consumption of vegetables(c),Did not meet recommendation,86.3,,
2022,Females,18–44,Daily consumption of vegetables(c),Did not meet recommendation,91.7,,
2022,Females,45 +,Daily consumption of vegetables(c),Did not meet recommendation,88.9,,
2022,Females,Total 18 +,Daily consumption of vegetables(c),Did not meet recommendation,90.2,,
2022,Females,18–24,Daily consumption of vegetables(c),Total females aged 18 years and over,100.0,,
2022,Females,25–34,Daily consumption of vegetables(c),Total females aged 18 years and over,100.0,,
2022,Females,35–44,Daily consumption of vegetables(c),Total females aged 18 years and over,100.0,,
2022,Females,45–54,Daily consumption of vegetables(c),Total females aged 18 years and over,100.0,,
2022,Females,55–64,Daily consumption of vegetables(c),Total females aged 18 years and over,100.0,,
2022,Females,65 +,Daily consumption of vegetables(c),Total females aged 18 years and over,100.0,,
2022,Females,25–44,Daily consumption of vegetables(c),Total females aged 18 years and over,100.0,,
2022,Females,45–64,Daily consumption of vegetables(c),Total females aged 18 years and over,100.0,,
2022,Females,65–74,Daily consumption of vegetables(c),Total females aged 18 years and over,100.0,,
2022,Females,75 +,Daily consumption of vegetables(c),Total females aged 18 years and over,100.0,,
2022,Females,18–44,Daily consumption of vegetables(c),Total females aged 18 years and over,100.0,,
2022,Females,45 +,Daily consumption of vegetables(c),Total females aged 18 years and over,100.0,,
2022,Females,Total 18 +,Daily consumption of vegetables(c),Total females aged 18 years and over,100.0,,
2022,Females,18–24,Daily consumption of fruit and vegetables(c),Met recommendation,1.7,,
2022,Females,25–34,Daily consumption of fruit and vegetables(c),Met recommendation,6.2,,
2022,Females,35–44,Daily consumption of fruit and vegetables(c),Met recommendation,5.3,,
2022,Females,45–54,Daily consumption of fruit and vegetables(c),Met recommendation,6.2,,
2022,Females,55–64,Daily consumption of fruit and vegetables(c),Met recommendation,6.7,,
2022,Females,65 +,Daily consumption of fruit and vegetables(c),Met recommendation,8.4,,
2022,Females,25–44,Daily consumption of fruit and vegetables(c),Met recommendation,5.9,,
2022,Females,45–64,Daily consumption of fruit and vegetables(c),Met recommendation,6.7,,
2022,Females,65–74,Daily consumption of fruit and vegetables(c),Met recommendation,7.1,,
2022,Females,75 +,Daily consumption of fruit and vegetables(c),Met recommendation,10.1,,
